-0.28727973,1.11039,0.14116,-0.16038627,0.3310153,0.5760514,0.5671629,0.53685844,0.31594187,0.7721211,0.20029378,0.29888862,0.22895865,0.69144637,0.17061596,0.713635,0.73015655,0.08819908,0.69554884,0.9520643,0.22059788,0.43578306,0.264945,0.2997847,0.45974907
0.4060959,0.404572,-0.090044,0.4079932,0.4970411,-0.08905003,0.13468798,0.5757036,0.12576872,0.7027767,-0.21564825,-0.028383868,0.006051173,-0.40488365,0.35581464,-0.21547231,-0.093371645,0.037734948,0.28173098,-1.164031,-0.03807134,-0.5579032,-0.887205,-0.5203486,-0.30542034
-0.07936561,0.5086472,0.059385,-0.005059155,0.09461119,0.27884853,-0.5211113,-0.40797582,-0.044390854,-0.9047527,-0.40092143,0.012218057,-0.59038604,-0.0002854374,-0.37316966,-1.0282154,0.21581076,0.3047278,0.3493738,0.14627263,0.37579542,-0.9610693,-0.61917,-0.14606695,0.33825725
-1.5137363,0.23374436,-0.8922392,-0.4751841,-0.009380962,-0.68987304,-0.55072207,-1.0392257,0.023212184,-0.344383,-1.5524414,-0.5877599,-0.6551735,-0.61280734,1.1153447,-0.0012370827,0.17916672,0.192305,-0.6261557,0.0454662,0.009850952,0.003022012,0.435031,-0.07019701,0.915084
0.044545316,-0.38098267,-0.2814222,-0.12399431,-0.636558,0.3144689,0.03812435,0.68054957,0.54923046,0.50066776,0.27500167,0.31901494,0.022187826,0.44916508,0.091386095,-0.22125802,0.12328548,0.60542953,0.50779647,-0.105780125,1.3303059,0.03499416,0.7943,0.21687635,0.54921037
0.35719344,1.3106457,0.664453,0.57005537,0.605275,0.65900326,0.48791805,0.3987835,0.13598277,0.8077724,0.73217,0.7775828,0.36532772,0.36175647,-0.01897085,0.60427225,1.1010696,0.122475766,0.41553313,0.7678112,0.10264757,0.6440443,1.01033,0.35210702,0.8491637
-0.0910405,0.6991434,0.3786551,-0.25458464,0.07270253,1.6029507,0.6364757,0.5030098,0.71936334,0.42895845,0.71023506,0.36835852,0.54796345,-0.25321975,0.78682095,0.6984965,0.30824476,0.69166017,0.6681498,1.2995507,1.1183684,1.185625,1.68239,0.26840538,0.4635123
-0.20405624,0.15238644,-0.04504,0.33275223,0.8112651,-0.5194213,0.085435145,0.022240578,-0.2950678,0.479109,-0.4694655,0.2769191,-0.13355029,-0.48193604,0.5680138,-0.3209458,0.6202204,-0.11140583,0.15132962,-0.30024913,0.27955773,-0.25528336,0.76645,-0.019107884,-0.99856687
0.23816858,0.37492523,-0.589032,0.5502334,-0.062116385,1.4518294,0.7792777,0.15636994,0.931497,-0.68578864,0.6451287,0.5072277,-0.058620826,0.08153468,0.23508151,-0.31715393,-0.25429773,-0.16326316,0.13208372,-0.31368312,0.32349506,-0.014656835,-0.5593708,-0.53842074,-0.46910855
0.26597518,0.6908152,-0.51417,0.6002864,-0.13934002,0.29836494,0.22541908,-0.085311815,-0.36770722,0.55171496,1.0311807,0.51772994,-0.061274238,0.21646504,0.91884166,0.84670365,0.44168505,-0.0664448,-0.9425888,0.57810146,0.97964305,0.053221573,-1.121547,-0.62724305,0.27345234
0.2653223,-0.54200036,-1.22833,-0.79184384,0.2628335,0.65032816,0.087767035,-0.15411775,0.2831221,0.2690734,0.031988275,0.32400846,-0.20140653,0.15791314,0.37535188,0.63594,0.16369182,0.266445,-0.42129174,0.61522735,0.6741389,-0.08164194,-0.39756,-0.88365466,-0.15279854
