,Nb process http,Nb process php,Nb connection mysql,Disque write global,Ram http,Ram php,Ram global
2020-09-12 01:09:00,157.0,35.0,42.0,179.29,1.6,2.9,22.16
2020-09-12 01:10:00,156.0,32.0,45.0,182.18,1.6,3.0,22.24
2020-09-12 01:11:00,175.0,35.0,44.0,223.88,1.8,3.1,22.29
2020-09-12 01:12:00,175.0,34.0,49.0,188.24,1.8,2.8,22.23
2020-09-12 01:13:00,171.0,31.0,54.0,281.47,1.8,2.7,22.15
2020-09-12 01:14:00,173.0,31.0,53.0,362.97,1.8,2.7,22.12
2020-09-12 01:15:00,188.0,33.0,46.0,153.21,1.9,2.8,22.2
2020-09-12 01:16:00,155.0,33.0,41.0,199.91,1.6,2.8,22.1
2020-09-12 01:17:00,150.0,32.0,45.0,175.18,1.6,2.7,21.98
2020-09-12 01:18:00,171.0,35.0,47.0,209.53,1.7,2.9,22.25
2020-09-12 01:19:00,151.0,34.0,51.0,153.81,1.6,3.0,22.3
2020-09-12 01:20:00,168.0,32.0,46.0,196.05,1.7,2.9,22.31
2020-09-12 01:21:00,166.0,33.0,47.0,228.47,1.7,2.9,22.32
2020-09-12 01:22:00,181.0,34.0,61.0,278.84,1.8,2.9,22.49
2020-09-12 01:23:00,178.0,33.0,49.0,191.94,1.8,3.0,22.12
2020-09-12 01:24:00,171.0,34.0,43.0,180.22,1.8,3.0,22.11
2020-09-12 01:25:00,173.0,34.0,50.0,194.13,1.8,3.0,22.35
2020-09-12 01:26:00,166.0,33.0,47.0,179.13,1.7,2.8,22.39
2020-09-12 01:27:00,211.0,33.0,56.0,269.22,2.1,2.8,22.37
2020-09-12 01:28:00,158.0,35.0,42.0,172.12,1.6,3.0,22.14
2020-09-12 01:29:00,151.0,34.0,49.0,269.33,1.6,2.9,22.2
2020-09-12 01:30:00,170.0,34.0,49.0,2045.53,1.7,3.0,22.15
2020-09-12 01:31:00,156.0,33.0,47.0,2190.09,1.6,2.9,22.25
2020-09-12 01:32:00,146.0,34.0,43.0,186.67,1.5,2.8,22.02
2020-09-12 01:33:00,170.0,34.0,48.0,471.26,1.7,2.9,22.4
2020-09-12 01:34:00,185.0,36.0,51.0,263.5,1.9,3.2,22.17
2020-09-12 01:35:00,155.0,33.0,50.0,183.42,1.6,3.0,22.23
2020-09-12 01:36:00,159.0,35.0,44.0,263.93,1.6,3.0,22.17
2020-09-12 01:37:00,165.0,32.0,48.0,256.27,1.7,2.9,22.17
2020-09-12 01:38:00,153.0,32.0,48.0,186.24,1.6,2.7,22.28
2020-09-12 01:39:00,184.0,33.0,54.0,401.52,1.9,2.9,22.14
2020-09-12 01:40:00,152.0,31.0,45.0,207.48,1.6,2.6,22.13
2020-09-12 01:41:00,150.0,31.0,53.0,207.72,1.5,2.7,22.18
2020-09-12 01:42:00,196.0,32.0,53.0,166.79,2.0,2.8,22.31
2020-09-12 01:43:00,147.0,31.0,60.0,297.62,1.5,2.7,22.23
2020-09-12 01:44:00,147.0,31.0,57.0,167.0,1.5,2.7,22.25
2020-09-12 01:45:00,140.0,31.0,52.0,164.8,1.4,2.7,22.26
2020-09-12 01:46:00,161.0,32.0,65.0,178.13,1.6,2.8,22.16
2020-09-12 01:47:00,170.0,34.0,45.0,334.02,1.7,3.1,22.17
2020-09-12 01:48:00,188.0,35.0,51.0,280.32,1.9,3.3,22.2
2020-09-12 01:49:00,174.0,31.0,43.0,174.33,1.8,3.0,22.08
2020-09-12 01:50:00,187.0,31.0,48.0,193.53,1.9,2.7,22.11
2020-09-12 01:51:00,211.0,32.0,48.0,215.72,2.1,2.8,22.11
2020-09-12 01:52:00,187.0,33.0,45.0,196.18,1.9,2.8,22.21
2020-09-12 01:53:00,145.0,32.0,49.0,175.71,1.5,2.7,22.02
2020-09-12 01:54:00,170.0,31.0,41.0,189.75,1.7,2.7,22.02
2020-09-12 01:55:00,162.0,33.0,45.0,365.4,1.7,2.8,22.16
2020-09-12 01:56:00,148.0,32.0,43.0,216.51,1.5,2.8,22.23
2020-09-12 01:57:00,168.0,32.0,47.0,198.87,1.7,2.8,22.37
2020-09-12 01:58:00,142.0,32.0,44.0,253.22,1.5,2.8,22.13
2020-09-12 01:59:00,163.0,33.0,43.0,193.84,1.6,2.9,22.17
2020-09-12 02:00:00,184.0,32.0,55.0,173.59,1.8,3.0,22.31
2020-09-12 02:01:00,171.0,33.0,52.0,278.62,1.7,2.9,22.29
2020-09-12 02:02:00,139.0,32.0,50.0,451.3,1.4,2.7,22.17
2020-09-12 02:03:00,156.0,31.0,49.0,208.16,1.6,2.7,22.23
2020-09-12 02:04:00,156.0,31.0,107.0,262.88,1.6,2.8,22.11
2020-09-12 02:05:00,124.0,32.0,109.0,189.28,1.3,2.9,22.16
2020-09-12 02:06:00,154.0,32.0,110.0,188.8,1.5,3.0,22.31
2020-09-12 02:07:00,165.0,32.0,106.0,172.83,1.7,2.9,22.48
2020-09-12 02:08:00,176.0,33.0,108.0,194.95,1.8,3.4,22.09
2020-09-12 02:09:00,194.0,35.0,134.0,169.7,1.9,3.7,22.3
2020-09-12 02:10:00,176.0,32.0,114.0,173.97,1.8,3.0,22.12
2020-09-12 02:11:00,187.0,31.0,105.0,198.95,1.9,2.8,22.08
2020-09-12 02:12:00,175.0,33.0,104.0,290.76,1.8,2.8,22.23
2020-09-12 02:13:00,171.0,32.0,89.0,185.82,1.7,2.8,22.2
2020-09-12 02:14:00,153.0,31.0,104.0,179.09,1.5,2.6,22.1
2020-09-12 02:15:00,178.0,32.0,100.0,185.73,1.8,2.9,22.09
2020-09-12 02:16:00,189.0,32.0,103.0,213.35,1.9,2.9,22.19
2020-09-12 02:17:00,168.0,32.0,98.0,286.35,1.7,2.9,22.34
2020-09-12 02:18:00,177.0,32.0,101.0,205.62,1.8,2.8,22.44
2020-09-12 02:19:00,161.0,32.0,95.0,355.34,1.6,3.2,22.22
2020-09-12 02:20:00,175.0,32.0,130.0,249.94,1.8,3.2,22.1
2020-09-12 02:21:00,179.0,32.0,118.0,221.31,1.8,3.0,22.05
2020-09-12 02:22:00,196.0,32.0,97.0,290.59,1.9,2.7,22.14
2020-09-12 02:23:00,174.0,31.0,94.0,169.2,1.7,2.6,22.04
2020-09-12 02:24:00,185.0,31.0,96.0,243.73,1.8,2.7,21.98
2020-09-12 02:25:00,155.0,31.0,104.0,267.62,1.6,2.7,21.99
2020-09-12 02:26:00,169.0,31.0,92.0,344.96,1.7,2.7,22.06
2020-09-12 02:27:00,182.0,31.0,94.0,193.48,1.8,2.8,22.27
2020-09-12 02:28:00,193.0,31.0,108.0,172.16,1.9,2.7,22.46
2020-09-12 02:29:00,149.0,33.0,96.0,295.64,1.5,2.9,22.45
2020-09-12 02:30:00,170.0,32.0,95.0,179.84,1.7,3.0,22.26
2020-09-12 02:31:00,180.0,32.0,116.0,211.64,1.8,3.1,22.12
2020-09-12 02:32:00,150.0,33.0,125.0,286.84,1.5,3.0,22.21
2020-09-12 02:33:00,172.0,33.0,99.0,276.47,1.7,2.9,22.35
2020-09-12 02:34:00,162.0,32.0,97.0,183.0,1.6,3.0,22.18
2020-09-12 02:35:00,173.0,33.0,98.0,308.15,1.7,2.9,22.23
2020-09-12 02:36:00,187.0,32.0,101.0,199.52,1.8,2.8,22.21
2020-09-12 02:37:00,167.0,31.0,97.0,208.78,1.7,2.7,22.2
2020-09-12 02:38:00,181.0,31.0,100.0,198.77,1.8,2.7,22.16
2020-09-12 02:39:00,157.0,31.0,100.0,180.63,1.6,3.0,22.19
2020-09-12 02:40:00,148.0,33.0,92.0,183.92,1.5,3.0,22.44
2020-09-12 02:41:00,153.0,32.0,102.0,206.41,1.5,2.9,22.24
2020-09-12 02:42:00,158.0,32.0,105.0,180.28,1.6,3.0,22.13
2020-09-12 02:43:00,177.0,32.0,129.0,290.21,1.7,3.2,22.19
2020-09-12 02:44:00,168.0,33.0,119.0,290.72,1.7,3.0,22.38
2020-09-12 02:45:00,186.0,31.0,110.0,253.34,1.8,2.7,22.19
2020-09-12 02:46:00,201.0,33.0,95.0,274.09,2.0,2.9,22.41
2020-09-12 02:47:00,177.0,31.0,102.0,268.18,1.8,2.7,22.31
2020-09-12 02:48:00,191.0,31.0,102.0,203.33,1.9,2.6,22.23
2020-09-12 02:49:00,169.0,31.0,101.0,368.77,1.7,2.7,22.29
2020-09-12 02:50:00,179.0,31.0,107.0,215.03,1.8,2.7,22.47
2020-09-12 02:51:00,158.0,31.0,103.0,199.12,1.6,2.7,22.33
2020-09-12 02:52:00,171.0,31.0,104.0,184.1,1.7,2.8,22.29
2020-09-12 02:53:00,187.0,32.0,97.0,276.12,1.8,2.8,22.34
2020-09-12 02:54:00,196.0,32.0,109.0,154.37,1.9,3.0,22.43
2020-09-12 02:55:00,152.0,31.0,110.0,180.39,1.5,2.9,22.29
2020-09-12 02:56:00,193.0,32.0,109.0,308.06,1.9,2.9,22.43
2020-09-12 02:57:00,160.0,33.0,104.0,322.19,1.6,3.0,22.33
2020-09-12 02:58:00,156.0,31.0,112.0,212.66,1.5,2.8,22.21
2020-09-12 02:59:00,147.0,31.0,102.0,284.19,1.5,2.6,22.31
2020-09-12 03:00:00,172.0,33.0,99.0,257.73,1.7,2.7,22.38
2020-09-12 03:01:00,156.0,31.0,99.0,280.81,1.5,2.7,22.27
2020-09-12 03:02:00,189.0,31.0,98.0,181.27,1.9,2.9,22.52
2020-09-12 03:03:00,159.0,33.0,108.0,174.75,1.6,2.9,22.22
2020-09-12 03:04:00,187.0,33.0,102.0,170.03,1.8,3.0,22.32
2020-09-12 03:05:00,161.0,32.0,117.0,204.4,1.6,3.0,22.46
2020-09-12 03:06:00,183.0,32.0,117.0,198.19,1.8,3.1,22.45
2020-09-12 03:07:00,175.0,33.0,120.0,205.53,1.7,3.0,22.53
2020-09-12 03:08:00,172.0,33.0,114.0,199.98,1.7,2.9,22.4
2020-09-12 03:09:00,186.0,31.0,108.0,198.09,1.8,2.9,22.42
2020-09-12 03:10:00,167.0,32.0,99.0,302.69,1.6,2.9,22.39
2020-09-12 03:11:00,158.0,31.0,111.0,215.69,1.6,2.8,22.32
2020-09-12 03:12:00,197.0,31.0,106.0,276.01,1.9,2.7,22.54
2020-09-12 03:13:00,176.0,31.0,108.0,411.73,1.7,2.6,22.29
2020-09-12 03:14:00,154.0,31.0,104.0,258.52,1.5,2.7,22.36
2020-09-12 03:15:00,177.0,33.0,98.0,174.22,1.7,2.9,22.43
2020-09-12 03:16:00,166.0,33.0,125.0,206.19,1.7,3.1,22.38
2020-09-12 03:17:00,182.0,32.0,110.0,198.03,1.8,2.9,22.27
2020-09-12 03:18:00,192.0,33.0,107.0,196.79,1.9,2.8,22.42
2020-09-12 03:19:00,157.0,32.0,117.0,268.27,1.6,2.8,22.25
2020-09-12 03:20:00,179.0,33.0,106.0,215.45,1.8,2.8,22.41
2020-09-12 03:21:00,192.0,31.0,100.0,212.3,1.9,2.9,22.39
2020-09-12 03:22:00,176.0,32.0,105.0,185.32,1.8,3.1,22.46
2020-09-12 03:23:00,191.0,32.0,104.0,201.92,1.9,2.8,22.63
2020-09-12 03:24:00,166.0,31.0,97.0,185.04,1.7,2.8,22.47
2020-09-12 03:25:00,181.0,32.0,99.0,167.26,1.8,2.9,22.47
2020-09-12 03:26:00,161.0,33.0,101.0,193.78,1.6,2.8,22.3
2020-09-12 03:27:00,179.0,32.0,122.0,187.4,1.8,3.0,22.37
2020-09-12 03:28:00,189.0,33.0,111.0,161.97,1.9,2.9,22.48
2020-09-12 03:29:00,174.0,31.0,100.0,160.92,1.7,2.8,22.35
2020-09-12 03:30:00,184.0,31.0,119.0,179.87,1.8,2.7,22.48
2020-09-12 03:31:00,179.0,33.0,99.0,521.48,1.8,2.6,22.4
2020-09-12 03:32:00,162.0,32.0,103.0,196.47,1.6,2.6,22.2
2020-09-12 03:33:00,192.0,32.0,101.0,450.83,1.9,2.7,22.31
2020-09-12 03:34:00,150.0,31.0,100.0,225.31,1.5,2.6,22.45
2020-09-12 03:35:00,156.0,32.0,98.0,185.53,1.5,2.9,22.4
2020-09-12 03:36:00,171.0,32.0,103.0,183.62,1.7,2.8,22.39
2020-09-12 03:37:00,150.0,32.0,103.0,177.07,1.5,3.0,22.33
2020-09-12 03:38:00,168.0,33.0,120.0,219.25,1.7,3.3,22.51
2020-09-12 03:39:00,182.0,31.0,115.0,177.47,1.8,2.8,22.43
2020-09-12 03:40:00,191.0,33.0,115.0,194.02,1.9,3.1,22.44
2020-09-12 03:41:00,203.0,32.0,119.0,222.4,2.0,2.8,22.39
2020-09-12 03:42:00,171.0,31.0,105.0,284.42,1.7,2.9,22.38
2020-09-12 03:43:00,187.0,32.0,107.0,270.91,1.9,2.7,22.36
2020-09-12 03:44:00,198.0,31.0,100.0,183.88,2.0,2.6,22.53
2020-09-12 03:45:00,153.0,32.0,101.0,282.43,1.5,2.7,22.41
2020-09-12 03:46:00,188.0,32.0,101.0,200.42,1.9,2.6,22.4
2020-09-12 03:47:00,152.0,31.0,97.0,328.22,1.5,2.7,22.35
2020-09-12 03:48:00,169.0,32.0,95.0,314.25,1.7,2.6,22.22
2020-09-12 03:49:00,183.0,32.0,125.0,158.86,1.8,2.8,22.33
2020-09-12 03:50:00,154.0,33.0,113.0,196.81,1.5,2.9,22.26
2020-09-12 03:51:00,182.0,33.0,104.0,188.11,1.8,3.0,22.35
2020-09-12 03:52:00,179.0,32.0,116.0,190.38,1.8,2.8,22.29
2020-09-12 03:53:00,151.0,33.0,101.0,177.77,1.5,2.8,22.22
2020-09-12 03:54:00,170.0,32.0,112.0,262.58,1.7,2.9,22.33
2020-09-12 03:55:00,180.0,31.0,104.0,179.73,1.8,2.8,22.54
2020-09-12 03:56:00,162.0,32.0,106.0,198.1,1.6,2.9,22.53
2020-09-12 03:57:00,177.0,33.0,102.0,176.74,1.7,3.0,22.35
2020-09-12 03:58:00,194.0,33.0,106.0,201.5,1.9,3.1,22.55
2020-09-12 03:59:00,165.0,32.0,107.0,272.19,1.6,3.0,22.37
2020-09-12 04:00:00,183.0,33.0,126.0,191.33,1.8,2.8,22.43
2020-09-12 04:01:00,173.0,33.0,110.0,408.84,1.7,2.6,22.57
2020-09-12 04:02:00,172.0,33.0,94.0,294.56,1.7,2.7,22.41
2020-09-12 04:03:00,194.0,32.0,100.0,223.25,1.9,2.8,22.32
2020-09-12 04:04:00,165.0,32.0,110.0,190.67,1.7,2.9,22.2
2020-09-12 04:05:00,166.0,32.0,94.0,180.07,1.6,2.8,22.26
2020-09-12 04:06:00,169.0,31.0,101.0,196.6,1.7,2.9,22.24
2020-09-12 04:07:00,162.0,32.0,114.0,161.76,1.6,2.9,22.21
2020-09-12 04:08:00,178.0,33.0,96.0,295.16,1.8,3.1,22.35
2020-09-12 04:09:00,193.0,32.0,107.0,193.62,1.9,2.9,22.22
2020-09-12 04:10:00,163.0,32.0,106.0,301.04,1.6,3.1,22.33
2020-09-12 04:11:00,174.0,33.0,107.0,218.79,1.7,3.0,22.45
2020-09-12 04:12:00,183.0,33.0,114.0,162.91,1.8,3.1,22.38
2020-09-12 04:13:00,174.0,33.0,96.0,193.68,1.8,3.0,22.36
2020-09-12 04:14:00,187.0,32.0,104.0,167.43,1.9,2.9,22.62
2020-09-12 04:15:00,161.0,31.0,100.0,286.11,1.6,2.8,22.49
2020-09-12 04:16:00,175.0,32.0,103.0,197.93,1.8,2.8,22.33
2020-09-12 04:17:00,185.0,33.0,101.0,275.35,1.9,3.1,22.51
2020-09-12 04:18:00,166.0,33.0,107.0,223.84,1.7,3.1,22.53
2020-09-12 04:19:00,180.0,33.0,104.0,257.37,1.8,3.2,22.47
2020-09-12 04:20:00,185.0,32.0,111.0,176.8,1.9,2.9,22.33
2020-09-12 04:21:00,164.0,32.0,106.0,213.87,1.7,2.9,22.37
2020-09-12 04:22:00,177.0,32.0,97.0,276.42,1.8,3.0,22.38
2020-09-12 04:23:00,174.0,33.0,101.0,271.87,1.8,2.9,22.45
2020-09-12 04:24:00,169.0,31.0,116.0,314.71,1.7,2.9,22.21
2020-09-12 04:25:00,160.0,32.0,95.0,182.76,1.6,2.8,22.36
2020-09-12 04:26:00,175.0,32.0,98.0,261.7,1.8,3.0,22.34
2020-09-12 04:27:00,175.0,31.0,97.0,256.48,1.8,3.0,22.37
2020-09-12 04:28:00,162.0,32.0,96.0,179.84,1.6,3.0,22.39
2020-09-12 04:29:00,149.0,34.0,97.0,184.82,1.5,3.3,22.57
2020-09-12 04:30:00,160.0,33.0,99.0,172.49,1.6,2.9,22.49
2020-09-12 04:31:00,175.0,32.0,107.0,235.07,1.7,2.9,22.47
2020-09-12 04:32:00,184.0,33.0,94.0,285.07,1.8,3.4,22.42
2020-09-12 04:33:00,169.0,32.0,97.0,156.36,1.7,3.1,22.31
2020-09-12 04:34:00,182.0,33.0,99.0,347.51,1.8,3.3,22.42
2020-09-12 04:35:00,154.0,32.0,101.0,263.0,1.6,3.3,22.27
2020-09-12 04:36:00,182.0,35.0,126.0,179.32,1.8,3.3,22.33
2020-09-12 04:37:00,182.0,33.0,108.0,255.31,1.8,3.0,22.42
2020-09-12 04:38:00,191.0,33.0,108.0,268.4,1.9,3.2,22.32
2020-09-12 04:39:00,201.0,33.0,144.0,190.67,2.0,3.2,22.37
2020-09-12 04:40:00,175.0,32.0,105.0,201.67,1.8,2.8,22.32
2020-09-12 04:41:00,188.0,35.0,129.0,201.17,1.9,3.2,22.46
2020-09-12 04:42:00,177.0,31.0,113.0,269.86,1.8,2.7,22.44
2020-09-12 04:43:00,189.0,32.0,113.0,404.34,1.9,2.7,22.41
2020-09-12 04:44:00,200.0,34.0,100.0,284.48,2.0,2.8,22.41
2020-09-12 04:45:00,167.0,32.0,100.0,262.19,1.7,2.7,22.34
2020-09-12 04:46:00,180.0,31.0,104.0,187.65,1.8,2.9,22.26
2020-09-12 04:47:00,222.0,32.0,95.0,180.32,2.2,3.0,22.48
2020-09-12 04:48:00,172.0,31.0,108.0,300.01,1.7,2.9,22.23
2020-09-12 04:49:00,161.0,33.0,113.0,258.8,1.6,3.1,22.3
2020-09-12 04:50:00,176.0,34.0,109.0,202.92,1.8,3.0,22.43
2020-09-12 04:51:00,164.0,32.0,95.0,360.61,1.7,3.1,22.41
2020-09-12 04:52:00,176.0,32.0,107.0,175.33,1.8,3.1,22.42
2020-09-12 04:53:00,158.0,32.0,100.0,185.12,1.6,3.0,22.41
2020-09-12 04:54:00,171.0,32.0,106.0,283.24,1.7,2.9,22.49
2020-09-12 04:55:00,157.0,31.0,101.0,288.38,1.6,2.9,22.35
2020-09-12 04:56:00,153.0,31.0,97.0,188.15,1.6,2.9,22.28
2020-09-12 04:57:00,169.0,31.0,93.0,321.62,1.7,2.9,22.4
2020-09-12 04:58:00,132.0,31.0,97.0,247.48,1.3,3.1,22.34
2020-09-12 04:59:00,151.0,32.0,115.0,179.58,1.5,3.0,22.5
2020-09-12 05:00:00,168.0,32.0,130.0,167.36,1.7,3.1,22.32
2020-09-12 05:01:00,146.0,32.0,107.0,561.71,1.5,3.1,22.41
2020-09-12 05:02:00,155.0,35.0,131.0,192.41,1.6,3.0,22.3
2020-09-12 05:03:00,172.0,33.0,111.0,272.94,1.7,3.2,22.21
2020-09-12 05:04:00,181.0,33.0,104.0,330.43,1.8,2.9,22.28
2020-09-12 05:05:00,161.0,33.0,116.0,172.18,1.6,3.0,22.21
2020-09-12 05:06:00,153.0,32.0,113.0,192.18,1.6,3.0,22.22
2020-09-12 05:07:00,178.0,32.0,105.0,172.97,1.8,3.1,22.37
2020-09-12 05:08:00,181.0,32.0,108.0,219.17,1.8,3.3,22.27
2020-09-12 05:09:00,190.0,33.0,109.0,353.76,1.9,3.2,22.4
2020-09-12 05:10:00,171.0,33.0,105.0,180.96,1.7,3.2,22.4
2020-09-12 05:11:00,188.0,33.0,102.0,216.95,1.9,3.0,22.66
2020-09-12 05:12:00,158.0,32.0,134.0,275.52,1.6,2.7,22.3
2020-09-12 05:13:00,166.0,34.0,102.0,325.94,1.7,3.1,22.44
2020-09-12 05:14:00,158.0,33.0,107.0,168.62,1.6,3.1,22.32
2020-09-12 05:15:00,160.0,32.0,102.0,268.51,1.6,2.9,22.47
2020-09-12 05:16:00,176.0,32.0,107.0,239.13,1.8,2.9,22.21
2020-09-12 05:17:00,159.0,34.0,115.0,277.22,1.6,3.1,22.33
2020-09-12 05:18:00,178.0,32.0,103.0,266.01,1.8,2.9,22.3
2020-09-12 05:19:00,155.0,32.0,106.0,307.1,1.6,3.0,22.21
2020-09-12 05:20:00,172.0,34.0,106.0,192.55,1.8,3.1,22.34
2020-09-12 05:21:00,142.0,33.0,112.0,232.09,1.5,3.2,22.17
2020-09-12 05:22:00,144.0,34.0,105.0,196.83,1.5,2.7,22.3
2020-09-12 05:23:00,134.0,32.0,102.0,176.03,1.4,3.0,22.34
2020-09-12 05:24:00,155.0,32.0,119.0,292.11,1.6,2.9,22.28
2020-09-12 05:25:00,153.0,33.0,117.0,166.57,1.6,2.9,22.35
2020-09-12 05:26:00,137.0,33.0,115.0,199.28,1.4,2.9,22.15
2020-09-12 05:27:00,155.0,33.0,123.0,184.1,1.6,2.8,22.3
2020-09-12 05:28:00,158.0,33.0,123.0,254.64,1.6,3.0,22.24
2020-09-12 05:29:00,174.0,32.0,130.0,208.74,1.8,2.9,22.43
2020-09-12 05:30:00,158.0,32.0,127.0,344.69,1.6,2.7,22.47
2020-09-12 05:31:00,155.0,32.0,123.0,296.91,1.6,2.8,22.51
2020-09-12 05:32:00,184.0,31.0,116.0,278.09,1.9,2.7,22.33
2020-09-12 05:33:00,148.0,31.0,118.0,242.56,1.5,2.7,22.41
2020-09-12 05:34:00,142.0,32.0,125.0,173.98,1.4,2.8,22.43
2020-09-12 05:35:00,151.0,32.0,129.0,156.39,1.5,3.0,22.32
2020-09-12 05:36:00,138.0,33.0,142.0,174.25,1.4,3.0,22.35
2020-09-12 05:37:00,153.0,33.0,128.0,262.19,1.6,2.8,22.51
2020-09-12 05:38:00,142.0,32.0,107.0,261.37,1.5,3.0,22.14
2020-09-12 05:39:00,153.0,32.0,129.0,193.28,1.6,3.3,22.23
2020-09-12 05:40:00,157.0,33.0,144.0,182.28,1.6,3.1,22.29
2020-09-12 05:41:00,162.0,33.0,128.0,299.07,1.7,3.3,22.25
2020-09-12 05:42:00,152.0,32.0,128.0,197.32,1.6,3.0,22.27
2020-09-12 05:43:00,168.0,32.0,119.0,181.5,1.7,3.0,22.3
2020-09-12 05:44:00,143.0,33.0,122.0,286.46,1.5,2.8,22.17
2020-09-12 05:45:00,167.0,33.0,118.0,260.93,1.7,2.9,22.43
2020-09-12 05:46:00,176.0,32.0,120.0,187.06,1.8,3.0,22.45
2020-09-12 05:47:00,158.0,33.0,135.0,171.49,1.6,3.0,22.24
2020-09-12 05:48:00,138.0,32.0,126.0,293.16,1.5,3.0,22.18
2020-09-12 05:49:00,162.0,33.0,128.0,266.19,1.7,3.0,22.29
2020-09-12 05:50:00,169.0,32.0,125.0,258.43,1.7,3.1,22.23
2020-09-12 05:51:00,154.0,31.0,114.0,295.18,1.6,3.1,22.36
2020-09-12 05:52:00,184.0,32.0,137.0,290.15,1.9,3.0,22.48
2020-09-12 05:53:00,170.0,33.0,128.0,296.23,1.7,2.8,22.36
2020-09-12 05:54:00,154.0,32.0,125.0,298.48,1.6,2.9,22.5
2020-09-12 05:55:00,147.0,32.0,129.0,258.73,1.5,2.7,22.38
2020-09-12 05:56:00,160.0,32.0,128.0,256.08,1.7,2.9,22.19
2020-09-12 05:57:00,147.0,32.0,114.0,156.04,1.5,3.1,22.27
2020-09-12 05:58:00,139.0,34.0,118.0,163.93,1.5,3.2,22.35
2020-09-12 05:59:00,181.0,33.0,131.0,164.09,1.8,3.2,22.43
2020-09-12 06:00:00,161.0,31.0,141.0,255.7,1.7,2.7,22.45
2020-09-12 06:01:00,170.0,32.0,133.0,691.19,1.8,2.6,22.41
2020-09-12 06:02:00,159.0,33.0,114.0,302.64,1.6,2.8,22.47
2020-09-12 06:03:00,161.0,32.0,125.0,340.73,1.7,2.9,22.26
2020-09-12 06:04:00,144.0,32.0,121.0,337.59,1.4,3.0,22.26
2020-09-12 06:05:00,142.0,32.0,130.0,395.68,1.4,3.0,22.3
2020-09-12 06:06:00,155.0,32.0,131.0,233.83,1.5,3.0,22.34
2020-09-12 06:07:00,151.0,33.0,121.0,273.93,1.4,3.1,22.36
2020-09-12 06:08:00,155.0,33.0,117.0,283.0,1.4,3.0,22.27
2020-09-12 06:09:00,145.0,32.0,130.0,244.22,1.5,3.1,22.35
2020-09-12 06:10:00,165.0,33.0,124.0,211.44,1.7,3.2,22.46
2020-09-12 06:11:00,149.0,32.0,138.0,197.12,1.5,3.1,22.47
2020-09-12 06:12:00,148.0,34.0,110.0,193.14,1.5,3.0,22.47
2020-09-12 06:13:00,162.0,33.0,121.0,275.52,1.7,3.1,22.62
2020-09-12 06:14:00,180.0,33.0,123.0,270.31,1.8,3.1,22.5
2020-09-12 06:15:00,144.0,34.0,123.0,189.38,1.5,3.1,22.43
2020-09-12 06:16:00,139.0,34.0,125.0,178.13,1.4,3.2,22.34
2020-09-12 06:17:00,183.0,33.0,138.0,192.25,1.9,2.9,22.53
2020-09-12 06:18:00,150.0,33.0,132.0,290.27,1.6,3.1,22.43
2020-09-12 06:19:00,163.0,34.0,123.0,267.62,1.7,3.2,22.7
2020-09-12 06:20:00,178.0,35.0,134.0,189.74,1.8,3.2,22.44
2020-09-12 06:21:00,151.0,33.0,117.0,427.16,1.6,3.1,22.3
2020-09-12 06:22:00,144.0,32.0,127.0,191.81,1.5,3.1,22.24
2020-09-12 06:23:00,173.0,32.0,130.0,290.97,1.8,3.1,22.38
2020-09-12 06:24:00,182.0,34.0,125.0,159.63,1.9,3.4,22.51
2020-09-12 06:25:00,145.0,32.0,114.0,286.24,1.5,3.1,22.33
2020-09-12 06:26:00,139.0,32.0,139.0,195.7,1.4,3.1,22.35
2020-09-12 06:27:00,162.0,33.0,123.0,190.15,1.7,3.3,22.64
2020-09-12 06:28:00,137.0,32.0,123.0,191.84,1.4,3.0,22.35
2020-09-12 06:29:00,181.0,33.0,125.0,197.94,1.8,3.2,22.61
2020-09-12 06:30:00,154.0,32.0,127.0,193.68,1.6,2.9,22.46
2020-09-12 06:31:00,177.0,34.0,123.0,347.97,1.8,3.1,22.58
2020-09-12 06:32:00,186.0,32.0,122.0,202.81,1.9,3.0,22.43
2020-09-12 06:33:00,171.0,34.0,121.0,387.43,1.8,3.1,22.59
2020-09-12 06:34:00,152.0,32.0,127.0,199.93,1.6,3.1,22.39
2020-09-12 06:35:00,166.0,33.0,135.0,226.71,1.7,2.9,22.49
2020-09-12 06:36:00,176.0,32.0,157.0,312.77,1.8,2.9,22.48
2020-09-12 06:37:00,175.0,33.0,121.0,208.89,1.8,2.9,22.44
2020-09-12 06:38:00,187.0,33.0,122.0,183.65,1.9,3.0,22.44
2020-09-12 06:39:00,144.0,33.0,137.0,161.24,1.5,3.1,22.34
2020-09-12 06:40:00,153.0,32.0,130.0,252.0,1.6,2.8,22.38
2020-09-12 06:41:00,173.0,33.0,140.0,229.85,1.8,3.1,22.65
2020-09-12 06:42:00,163.0,33.0,133.0,189.37,1.7,2.9,22.64
2020-09-12 06:43:00,175.0,32.0,134.0,296.43,1.8,2.9,22.53
2020-09-12 06:44:00,149.0,32.0,127.0,286.28,1.6,3.0,22.41
2020-09-12 06:45:00,154.0,32.0,134.0,407.61,1.6,3.0,22.46
2020-09-12 06:46:00,156.0,31.0,118.0,175.58,1.6,3.0,22.53
2020-09-12 06:47:00,172.0,31.0,146.0,186.14,1.8,2.9,22.61
2020-09-12 06:48:00,182.0,32.0,128.0,206.03,1.9,2.9,22.53
