,Nb process http,Nb process php,Nb connection mysql,Disque write global,Ram http,Ram php,Ram global
2020-09-12 06:49:00,194.0,33.0,135.0,177.55,2.0,3.1,22.6
2020-09-12 06:50:00,182.0,33.0,132.0,207.67,1.9,3.0,22.58
2020-09-12 06:51:00,196.0,32.0,139.0,204.52,2.0,3.0,22.39
2020-09-12 06:52:00,165.0,33.0,137.0,201.97,1.7,3.0,22.34
2020-09-12 06:53:00,176.0,32.0,144.0,261.94,1.8,3.1,22.4
2020-09-12 06:54:00,187.0,34.0,133.0,191.03,1.9,3.4,22.52
2020-09-12 06:55:00,198.0,32.0,147.0,193.77,2.0,2.9,22.4
2020-09-12 06:56:00,208.0,33.0,134.0,215.72,2.2,3.1,22.5
2020-09-12 06:57:00,189.0,33.0,142.0,199.08,2.0,3.1,22.46
2020-09-12 06:58:00,178.0,33.0,135.0,166.52,1.9,3.2,22.49
2020-09-12 06:59:00,192.0,32.0,138.0,282.02,2.0,3.2,22.49
2020-09-12 07:00:00,173.0,31.0,147.0,263.36,1.8,2.8,22.4
2020-09-12 07:01:00,165.0,33.0,125.0,591.53,1.7,3.0,22.54
2020-09-12 07:02:00,182.0,33.0,154.0,509.55,1.9,3.2,22.42
2020-09-12 07:03:00,174.0,34.0,143.0,182.18,1.8,3.2,22.64
2020-09-12 07:04:00,192.0,33.0,133.0,164.15,2.0,3.0,22.75
2020-09-12 07:05:00,214.0,32.0,148.0,219.73,2.2,3.1,22.79
2020-09-12 07:06:00,210.0,33.0,141.0,248.11,2.2,2.7,22.69
2020-09-12 07:07:00,201.0,33.0,144.0,268.5,2.1,2.9,22.7
2020-09-12 07:08:00,224.0,32.0,137.0,365.02,2.3,2.7,22.84
2020-09-12 07:09:00,238.0,32.0,134.0,424.86,2.4,2.8,22.53
2020-09-12 07:10:00,192.0,32.0,142.0,327.66,2.0,3.0,22.76
2020-09-12 07:11:00,205.0,32.0,144.0,411.57,2.1,2.8,22.85
2020-09-12 07:12:00,219.0,32.0,134.0,335.64,2.3,2.8,22.75
2020-09-12 07:13:00,197.0,32.0,134.0,261.09,2.1,3.0,22.67
2020-09-12 07:14:00,211.0,32.0,135.0,307.43,2.2,3.0,22.67
2020-09-12 07:15:00,201.0,32.0,139.0,227.91,2.1,3.2,22.91
2020-09-12 07:16:00,199.0,33.0,145.0,274.1,2.1,3.2,22.7
2020-09-12 07:17:00,211.0,33.0,142.0,260.45,2.2,3.3,22.76
2020-09-12 07:18:00,199.0,32.0,143.0,306.74,2.1,3.1,22.5
2020-09-12 07:19:00,173.0,32.0,150.0,372.93,1.8,2.8,22.82
2020-09-12 07:20:00,190.0,33.0,152.0,344.87,2.0,2.9,22.79
2020-09-12 07:21:00,200.0,33.0,132.0,294.16,2.1,2.9,22.66
2020-09-12 07:22:00,212.0,33.0,135.0,175.66,2.2,3.1,22.61
2020-09-12 07:23:00,199.0,32.0,134.0,197.53,2.1,2.8,22.84
2020-09-12 07:24:00,184.0,32.0,147.0,284.22,1.9,3.0,22.66
2020-09-12 07:25:00,194.0,33.0,139.0,374.57,2.0,3.3,22.62
2020-09-12 07:26:00,174.0,32.0,133.0,200.43,1.9,3.1,22.61
2020-09-12 07:27:00,190.0,32.0,131.0,163.08,2.0,3.1,22.79
2020-09-12 07:28:00,204.0,31.0,145.0,184.24,2.1,3.0,22.9
2020-09-12 07:29:00,191.0,34.0,133.0,180.39,2.0,3.0,22.86
2020-09-12 07:30:00,211.0,34.0,145.0,198.28,2.2,3.3,22.68
2020-09-12 07:31:00,186.0,34.0,142.0,314.57,2.0,3.2,22.76
2020-09-12 07:32:00,203.0,33.0,134.0,188.22,2.1,3.1,22.8
2020-09-12 07:33:00,189.0,33.0,157.0,183.2,2.0,3.1,22.81
2020-09-12 07:34:00,187.0,33.0,141.0,170.83,2.0,3.0,22.8
2020-09-12 07:35:00,186.0,33.0,132.0,178.87,2.0,2.9,22.91
2020-09-12 07:36:00,210.0,33.0,143.0,199.1,2.2,2.9,22.73
2020-09-12 07:37:00,186.0,32.0,140.0,281.1,2.0,2.9,22.91
2020-09-12 07:38:00,190.0,34.0,140.0,376.52,2.0,3.1,22.89
2020-09-12 07:39:00,165.0,33.0,136.0,288.28,1.8,3.1,22.89
2020-09-12 07:40:00,191.0,34.0,141.0,272.26,2.0,3.1,22.7
2020-09-12 07:41:00,178.0,32.0,146.0,280.59,1.9,3.0,22.71
2020-09-12 07:42:00,201.0,32.0,129.0,356.11,2.1,3.2,22.62
2020-09-12 07:43:00,182.0,33.0,143.0,249.58,1.9,3.1,22.62
2020-09-12 07:44:00,191.0,33.0,139.0,179.26,2.0,3.0,22.61
2020-09-12 07:45:00,173.0,34.0,140.0,199.09,1.8,3.2,22.66
2020-09-12 07:46:00,173.0,33.0,138.0,339.18,1.8,3.2,22.83
2020-09-12 07:47:00,204.0,34.0,134.0,241.19,2.1,3.2,22.77
2020-09-12 07:48:00,188.0,32.0,137.0,189.26,2.0,3.0,22.76
2020-09-12 07:49:00,159.0,32.0,144.0,251.15,1.7,3.0,22.98
2020-09-12 07:50:00,204.0,32.0,87.0,184.52,2.1,2.8,22.71
2020-09-12 07:51:00,172.0,32.0,130.0,202.72,1.8,3.0,22.69
2020-09-12 07:52:00,204.0,32.0,139.0,290.02,2.1,3.0,22.76
2020-09-12 07:53:00,175.0,33.0,149.0,208.68,1.9,3.1,22.94
2020-09-12 07:54:00,186.0,33.0,132.0,318.17,2.0,2.9,22.58
2020-09-12 07:55:00,164.0,33.0,118.0,260.55,1.8,3.1,22.85
2020-09-12 07:56:00,215.0,34.0,125.0,193.94,2.2,3.1,22.82
2020-09-12 07:57:00,196.0,32.0,136.0,241.56,2.1,3.1,22.83
2020-09-12 07:58:00,197.0,32.0,135.0,226.38,2.1,2.9,22.63
2020-09-12 07:59:00,175.0,33.0,141.0,287.4,1.9,3.0,22.59
2020-09-12 08:00:00,159.0,33.0,132.0,239.66,1.7,3.0,22.85
2020-09-12 08:01:00,198.0,33.0,130.0,212.5,2.1,3.0,22.79
2020-09-12 08:02:00,174.0,33.0,148.0,284.04,1.9,2.9,22.77
2020-09-12 08:03:00,183.0,33.0,139.0,203.14,1.9,3.0,22.69
2020-09-12 08:04:00,180.0,33.0,136.0,368.96,1.9,3.0,22.77
2020-09-12 08:05:00,192.0,34.0,133.0,193.2,2.0,3.1,22.65
2020-09-12 08:06:00,173.0,33.0,44.0,201.97,1.9,3.1,22.72
2020-09-12 08:07:00,165.0,34.0,41.0,275.2,1.8,3.1,22.84
2020-09-12 08:08:00,185.0,33.0,134.0,271.15,1.9,2.9,22.71
2020-09-12 08:09:00,182.0,31.0,62.0,184.3,1.9,3.1,22.49
2020-09-12 08:10:00,158.0,34.0,46.0,170.77,1.7,3.2,22.6
2020-09-12 08:11:00,177.0,33.0,57.0,214.61,1.9,3.1,22.55
2020-09-12 08:12:00,161.0,33.0,47.0,259.1,1.7,3.0,22.76
2020-09-12 08:13:00,178.0,34.0,41.0,322.64,1.9,3.1,22.85
2020-09-12 08:14:00,187.0,33.0,59.0,283.93,2.0,3.1,22.64
2020-09-12 08:15:00,169.0,33.0,51.0,175.36,1.8,3.1,22.61
2020-09-12 08:16:00,160.0,32.0,58.0,280.44,1.7,2.9,22.86
2020-09-12 08:17:00,174.0,33.0,45.0,185.47,1.8,2.9,22.76
2020-09-12 08:18:00,183.0,32.0,45.0,190.14,1.9,2.9,22.81
2020-09-12 08:19:00,168.0,34.0,43.0,264.39,1.8,3.1,22.84
2020-09-12 08:20:00,177.0,33.0,44.0,269.7,1.9,3.1,22.67
2020-09-12 08:21:00,159.0,32.0,45.0,294.95,1.7,3.1,22.7
2020-09-12 08:22:00,174.0,32.0,49.0,232.8,1.8,3.3,22.69
2020-09-12 08:23:00,181.0,32.0,58.0,258.46,1.9,3.1,22.73
2020-09-12 08:24:00,193.0,34.0,46.0,197.55,2.0,3.2,22.52
2020-09-12 08:25:00,148.0,33.0,50.0,193.34,1.6,3.2,22.86
2020-09-12 08:26:00,169.0,33.0,52.0,215.45,1.8,3.0,22.76
2020-09-12 08:27:00,181.0,32.0,56.0,173.16,1.9,3.0,22.86
2020-09-12 08:28:00,163.0,34.0,47.0,181.7,1.7,3.2,22.95
2020-09-12 08:29:00,180.0,33.0,49.0,272.65,1.9,3.0,22.92
2020-09-12 08:30:00,191.0,33.0,53.0,186.08,2.0,3.0,22.64
2020-09-12 08:31:00,173.0,32.0,46.0,305.31,1.8,2.9,22.75
2020-09-12 08:32:00,188.0,32.0,49.0,291.37,2.0,2.9,22.75
2020-09-12 08:33:00,175.0,33.0,50.0,222.16,1.9,2.9,22.65
2020-09-12 08:34:00,187.0,31.0,44.0,279.43,2.0,2.7,22.96
2020-09-12 08:35:00,201.0,31.0,51.0,370.39,2.1,2.7,22.84
2020-09-12 08:36:00,176.0,33.0,44.0,254.84,1.9,2.9,22.67
2020-09-12 08:37:00,178.0,33.0,47.0,330.82,1.9,3.0,22.71
2020-09-12 08:38:00,147.0,32.0,51.0,337.82,1.6,3.0,22.61
2020-09-12 08:39:00,168.0,32.0,50.0,276.64,1.8,2.9,22.42
2020-09-12 08:40:00,154.0,32.0,48.0,251.33,1.7,3.0,22.63
2020-09-12 08:41:00,156.0,31.0,50.0,364.68,1.7,2.8,22.56
2020-09-12 08:42:00,167.0,32.0,44.0,313.48,1.8,3.0,22.4
2020-09-12 08:43:00,146.0,32.0,48.0,362.31,1.6,3.1,22.58
2020-09-12 08:44:00,170.0,32.0,53.0,219.79,1.8,3.1,22.76
2020-09-12 08:45:00,182.0,34.0,56.0,196.57,1.9,3.3,22.55
2020-09-12 08:46:00,141.0,34.0,47.0,191.09,1.5,3.3,22.59
2020-09-12 08:47:00,155.0,34.0,49.0,192.42,1.7,3.3,22.6
2020-09-12 08:48:00,197.0,34.0,47.0,344.75,2.0,3.3,22.5
2020-09-12 08:49:00,150.0,32.0,54.0,184.92,1.6,3.1,22.51
2020-09-12 08:50:00,175.0,31.0,48.0,258.91,1.8,2.9,22.65
2020-09-12 08:51:00,147.0,33.0,62.0,215.57,1.6,3.2,22.48
2020-09-12 08:52:00,139.0,32.0,47.0,185.92,1.5,3.1,22.76
2020-09-12 08:53:00,189.0,33.0,50.0,286.28,2.0,3.1,22.6
2020-09-12 08:54:00,170.0,33.0,57.0,260.12,1.8,3.0,22.57
2020-09-12 08:55:00,161.0,32.0,54.0,336.94,1.7,2.9,22.83
2020-09-12 08:56:00,173.0,33.0,55.0,216.55,1.8,3.2,22.72
2020-09-12 08:57:00,173.0,34.0,57.0,262.95,1.8,3.1,22.84
2020-09-12 08:58:00,184.0,32.0,59.0,181.99,1.9,2.8,22.68
2020-09-12 08:59:00,195.0,31.0,53.0,189.52,2.0,2.7,22.69
2020-09-12 09:00:00,173.0,34.0,45.0,166.7,1.8,3.1,22.78
2020-09-12 09:01:00,187.0,33.0,41.0,336.02,2.0,2.8,22.62
2020-09-12 09:02:00,161.0,33.0,46.0,273.15,1.7,3.1,22.84
2020-09-12 09:03:00,183.0,33.0,55.0,213.4,1.9,3.0,22.7
2020-09-12 09:04:00,136.0,31.0,55.0,166.27,1.5,3.0,22.79
2020-09-12 09:05:00,167.0,33.0,51.0,157.76,1.8,2.9,22.7
2020-09-12 09:06:00,185.0,31.0,41.0,190.83,1.9,2.7,22.67
2020-09-12 09:07:00,168.0,32.0,42.0,256.59,1.8,2.8,22.63
2020-09-12 09:08:00,179.0,33.0,45.0,209.88,1.9,3.0,22.69
2020-09-12 09:09:00,159.0,33.0,48.0,268.36,1.7,3.1,22.67
2020-09-12 09:10:00,170.0,32.0,39.0,181.08,1.8,3.0,22.8
2020-09-12 09:11:00,180.0,32.0,50.0,330.93,1.9,2.8,22.41
2020-09-12 09:12:00,143.0,31.0,47.0,175.75,1.5,2.9,22.61
2020-09-12 09:13:00,174.0,33.0,51.0,290.48,1.8,3.0,22.56
2020-09-12 09:14:00,158.0,32.0,51.0,175.19,1.7,3.1,22.62
2020-09-12 09:15:00,147.0,32.0,41.0,168.55,1.6,3.1,22.62
2020-09-12 09:16:00,148.0,32.0,46.0,288.73,1.6,3.1,22.58
2020-09-12 09:17:00,161.0,34.0,50.0,170.27,1.7,3.1,22.72
2020-09-12 09:18:00,153.0,31.0,50.0,268.3,1.6,3.0,22.57
2020-09-12 09:19:00,152.0,32.0,53.0,173.67,1.6,3.0,22.69
2020-09-12 09:20:00,180.0,31.0,39.0,269.56,1.9,3.2,22.48
2020-09-12 09:21:00,140.0,33.0,49.0,318.34,1.5,3.2,22.61
2020-09-12 09:22:00,145.0,32.0,59.0,288.93,1.5,3.1,22.69
2020-09-12 09:23:00,163.0,32.0,44.0,270.22,1.7,3.1,22.8
2020-09-12 09:24:00,188.0,33.0,47.0,183.29,2.0,3.2,22.57
2020-09-12 09:25:00,140.0,32.0,58.0,185.37,1.5,2.8,22.61
2020-09-12 09:26:00,187.0,32.0,44.0,185.83,1.9,2.8,22.9
2020-09-12 09:27:00,205.0,34.0,50.0,265.15,2.1,3.1,22.71
2020-09-12 09:28:00,156.0,32.0,58.0,180.13,1.7,2.8,22.75
2020-09-12 09:29:00,183.0,32.0,46.0,179.18,1.9,2.9,22.66
2020-09-12 09:30:00,182.0,34.0,45.0,173.74,1.9,3.1,22.84
2020-09-12 09:31:00,173.0,33.0,62.0,216.48,1.9,2.8,22.73
2020-09-12 09:32:00,196.0,32.0,46.0,169.64,2.1,2.7,22.71
2020-09-12 09:33:00,185.0,33.0,51.0,159.38,1.9,2.9,22.69
2020-09-12 09:34:00,168.0,32.0,58.0,235.95,1.8,2.7,22.88
2020-09-12 09:35:00,184.0,32.0,45.0,336.66,1.9,3.0,22.88
2020-09-12 09:36:00,165.0,31.0,42.0,278.88,1.8,2.7,22.93
2020-09-12 09:37:00,159.0,32.0,48.0,255.79,1.7,2.9,22.83
2020-09-12 09:38:00,174.0,34.0,51.0,304.5,1.9,3.3,22.71
2020-09-12 09:39:00,159.0,33.0,48.0,295.51,1.7,3.2,22.73
2020-09-12 09:40:00,155.0,32.0,51.0,249.25,1.7,3.1,22.74
2020-09-12 09:41:00,169.0,34.0,52.0,270.98,1.8,3.3,22.53
2020-09-12 09:42:00,145.0,33.0,53.0,191.38,1.6,3.2,22.73
2020-09-12 09:43:00,187.0,32.0,51.0,179.87,2.0,3.0,22.81
2020-09-12 09:44:00,167.0,32.0,48.0,167.81,1.8,3.2,22.61
2020-09-12 09:45:00,151.0,32.0,49.0,288.98,1.6,3.3,22.67
2020-09-12 09:46:00,163.0,34.0,60.0,206.84,1.7,3.2,22.82
2020-09-12 09:47:00,206.0,34.0,47.0,193.03,2.1,3.3,22.62
2020-09-12 09:48:00,156.0,32.0,50.0,262.8,1.7,3.4,22.81
2020-09-12 09:49:00,166.0,31.0,45.0,313.56,1.8,3.2,22.76
2020-09-12 09:50:00,176.0,32.0,45.0,211.59,1.9,3.0,22.71
2020-09-12 09:51:00,155.0,31.0,56.0,205.32,1.7,3.1,22.77
2020-09-12 09:52:00,172.0,32.0,46.0,200.77,1.8,3.3,22.75
2020-09-12 09:53:00,182.0,31.0,58.0,355.41,1.9,3.0,22.73
2020-09-12 09:54:00,163.0,33.0,56.0,170.97,1.7,3.4,22.77
2020-09-12 09:55:00,163.0,32.0,60.0,152.09,1.7,3.0,22.89
2020-09-12 09:56:00,176.0,33.0,55.0,192.31,1.9,3.0,22.87
2020-09-12 09:57:00,176.0,33.0,50.0,191.71,1.9,3.1,22.95
2020-09-12 09:58:00,175.0,34.0,61.0,351.34,1.9,2.8,23.19
2020-09-12 09:59:00,194.0,31.0,46.0,165.07,2.0,2.7,22.99
2020-09-12 10:00:00,172.0,33.0,49.0,315.89,1.9,2.9,23.02
2020-09-12 10:01:00,159.0,32.0,47.0,307.5,1.7,2.8,23.3
2020-09-12 10:02:00,171.0,32.0,47.0,281.53,1.8,3.1,22.89
2020-09-12 10:03:00,183.0,32.0,53.0,275.59,1.9,2.8,22.96
2020-09-12 10:04:00,161.0,32.0,56.0,249.24,1.7,2.9,23.17
2020-09-12 10:05:00,171.0,31.0,46.0,199.8,1.8,3.0,23.04
2020-09-12 10:06:00,160.0,32.0,52.0,180.71,1.7,3.0,23.25
2020-09-12 10:07:00,172.0,34.0,56.0,304.38,1.8,3.2,23.06
2020-09-12 10:08:00,158.0,33.0,54.0,177.0,1.7,3.4,23.03
2020-09-12 10:09:00,167.0,33.0,67.0,180.27,1.8,3.2,23.09
2020-09-12 10:10:00,156.0,33.0,50.0,268.69,1.7,3.1,23.19
2020-09-12 10:11:00,198.0,33.0,49.0,187.88,2.1,3.1,22.95
2020-09-12 10:12:00,176.0,31.0,47.0,182.6,1.9,3.1,23.49
2020-09-12 10:13:00,155.0,33.0,50.0,176.27,1.7,3.1,23.28
2020-09-12 10:14:00,171.0,32.0,58.0,368.48,1.8,3.1,23.09
2020-09-12 10:15:00,163.0,34.0,49.0,329.92,1.7,3.2,22.98
2020-09-12 10:16:00,148.0,32.0,47.0,170.52,1.6,3.0,23.17
2020-09-12 10:17:00,192.0,33.0,48.0,273.14,2.0,3.1,23.28
2020-09-12 10:18:00,201.0,32.0,61.0,279.41,2.1,3.3,23.02
2020-09-12 10:19:00,154.0,31.0,43.0,271.56,1.7,3.1,23.22
2020-09-12 10:20:00,201.0,32.0,54.0,195.06,2.1,3.1,23.0
2020-09-12 10:21:00,169.0,32.0,55.0,308.16,1.8,3.2,23.53
2020-09-12 10:22:00,186.0,34.0,62.0,379.17,2.0,3.1,23.15
2020-09-12 10:23:00,198.0,33.0,64.0,263.89,2.1,3.1,23.17
2020-09-12 10:24:00,182.0,33.0,46.0,191.71,1.9,3.3,23.18
2020-09-12 10:25:00,193.0,32.0,42.0,197.64,2.0,3.1,23.91
2020-09-12 10:26:00,235.0,33.0,53.0,200.0,2.4,3.1,23.38
2020-09-12 10:27:00,189.0,32.0,54.0,288.88,2.0,3.0,23.2
2020-09-12 10:28:00,210.0,33.0,54.0,301.95,2.2,3.1,23.23
2020-09-12 10:29:00,190.0,32.0,46.0,289.66,2.0,3.2,22.99
2020-09-12 10:30:00,173.0,32.0,48.0,300.95,1.9,3.0,23.12
2020-09-12 10:31:00,186.0,33.0,50.0,329.38,2.0,3.1,23.2
2020-09-12 10:32:00,199.0,33.0,68.0,323.94,2.1,3.0,23.11
2020-09-12 10:33:00,166.0,34.0,53.0,259.37,1.8,3.1,23.05
2020-09-12 10:34:00,165.0,33.0,50.0,165.37,1.8,3.0,23.16
2020-09-12 10:35:00,195.0,33.0,55.0,309.85,2.1,3.2,23.33
2020-09-12 10:36:00,156.0,31.0,50.0,196.95,1.7,3.0,23.02
2020-09-12 10:37:00,171.0,32.0,53.0,268.32,1.8,2.9,23.75
2020-09-12 10:38:00,175.0,32.0,60.0,174.1,1.9,2.9,23.14
2020-09-12 10:39:00,190.0,32.0,50.0,324.22,2.0,3.0,23.1
2020-09-12 10:40:00,159.0,32.0,47.0,223.8,1.7,2.7,23.27
2020-09-12 10:41:00,174.0,31.0,52.0,398.61,1.8,3.0,23.07
2020-09-12 10:42:00,172.0,32.0,57.0,195.92,1.8,3.0,22.94
2020-09-12 10:43:00,153.0,32.0,50.0,281.53,1.7,2.9,22.98
2020-09-12 10:44:00,201.0,33.0,49.0,341.94,2.1,3.2,23.05
2020-09-12 10:45:00,183.0,32.0,53.0,200.71,1.9,3.2,23.05
2020-09-12 10:46:00,192.0,32.0,59.0,189.31,2.0,3.1,23.02
2020-09-12 10:47:00,202.0,33.0,58.0,264.91,2.1,3.2,23.32
2020-09-12 10:48:00,180.0,33.0,51.0,189.18,1.9,3.1,23.13
2020-09-12 10:49:00,162.0,32.0,56.0,249.67,1.7,3.1,23.55
2020-09-12 10:50:00,195.0,32.0,62.0,279.35,2.1,3.0,23.19
2020-09-12 10:51:00,177.0,32.0,47.0,308.43,1.9,3.0,23.07
2020-09-12 10:52:00,159.0,33.0,50.0,195.54,1.7,3.0,22.88
2020-09-12 10:53:00,177.0,32.0,56.0,282.77,1.9,2.9,22.93
2020-09-12 10:54:00,192.0,32.0,57.0,166.24,2.0,2.9,22.97
2020-09-12 10:55:00,147.0,32.0,48.0,166.68,1.6,3.0,23.22
2020-09-12 10:56:00,193.0,32.0,57.0,194.26,2.0,3.1,23.64
2020-09-12 10:57:00,182.0,34.0,55.0,187.98,1.9,3.1,23.08
2020-09-12 10:58:00,199.0,33.0,48.0,350.45,2.1,3.0,23.15
2020-09-12 10:59:00,220.0,32.0,47.0,181.66,2.3,3.1,23.33
2020-09-12 11:00:00,196.0,33.0,50.0,172.47,2.1,2.9,23.54
2020-09-12 11:01:00,172.0,31.0,47.0,217.7,1.8,3.0,23.52
2020-09-12 11:02:00,204.0,31.0,49.0,206.53,2.1,3.1,23.08
2020-09-12 11:03:00,185.0,31.0,52.0,204.19,2.0,3.0,23.28
2020-09-12 11:04:00,166.0,32.0,54.0,278.51,1.8,3.0,23.14
2020-09-12 11:05:00,168.0,33.0,46.0,268.12,1.8,3.1,23.03
2020-09-12 11:06:00,166.0,31.0,46.0,174.06,1.8,2.9,23.17
2020-09-12 11:07:00,165.0,32.0,67.0,277.28,1.8,3.1,23.17
2020-09-12 11:08:00,180.0,32.0,52.0,182.84,1.9,3.3,23.06
2020-09-12 11:09:00,173.0,32.0,49.0,262.43,1.9,3.2,22.99
2020-09-12 11:10:00,156.0,33.0,71.0,256.19,1.7,3.0,23.25
2020-09-12 11:11:00,188.0,33.0,54.0,265.43,2.0,2.8,23.41
2020-09-12 11:12:00,169.0,32.0,46.0,265.13,1.8,2.8,22.95
2020-09-12 11:13:00,160.0,33.0,53.0,289.01,1.7,2.9,23.71
2020-09-12 11:14:00,193.0,33.0,58.0,193.59,2.0,3.0,23.22
2020-09-12 11:15:00,178.0,31.0,46.0,201.36,1.9,3.1,23.04
2020-09-12 11:16:00,167.0,32.0,49.0,265.5,1.8,3.0,23.22
2020-09-12 11:17:00,185.0,32.0,52.0,253.31,2.0,3.1,23.03
2020-09-12 11:18:00,163.0,32.0,48.0,169.03,1.8,3.4,23.21
2020-09-12 11:19:00,173.0,32.0,48.0,243.9,1.8,3.2,23.04
2020-09-12 11:20:00,165.0,32.0,55.0,190.72,1.8,3.1,23.21
2020-09-12 11:21:00,175.0,33.0,47.0,209.32,1.8,3.2,23.17
2020-09-12 11:22:00,164.0,32.0,59.0,372.85,1.8,2.9,23.24
2020-09-12 11:23:00,194.0,33.0,58.0,273.99,2.0,3.1,23.31
2020-09-12 11:24:00,179.0,31.0,51.0,259.89,1.9,3.1,23.35
2020-09-12 11:25:00,154.0,33.0,52.0,239.44,1.7,3.0,23.45
2020-09-12 11:26:00,175.0,34.0,52.0,267.56,1.9,3.2,23.15
2020-09-12 11:27:00,169.0,32.0,53.0,186.92,1.8,2.9,22.97
2020-09-12 11:28:00,183.0,32.0,52.0,176.43,2.0,3.0,22.96
2020-09-12 11:29:00,184.0,32.0,55.0,174.18,2.0,2.9,22.99
2020-09-12 11:30:00,171.0,32.0,55.0,345.53,1.8,2.9,23.4
2020-09-12 11:31:00,184.0,33.0,51.0,225.06,2.0,3.1,23.38
2020-09-12 11:32:00,199.0,33.0,55.0,165.43,2.1,3.4,23.39
2020-09-12 11:33:00,182.0,32.0,61.0,172.92,2.0,3.0,23.22
2020-09-12 11:34:00,172.0,32.0,53.0,177.76,1.9,2.8,23.36
2020-09-12 11:35:00,194.0,34.0,57.0,178.88,2.1,3.0,23.27
2020-09-12 11:36:00,208.0,32.0,53.0,181.84,2.2,3.0,23.38
2020-09-12 11:37:00,178.0,32.0,54.0,199.47,1.9,3.2,23.74
2020-09-12 11:38:00,204.0,33.0,51.0,293.08,2.2,3.1,23.32
2020-09-12 11:39:00,201.0,32.0,47.0,184.83,2.1,3.0,22.98
2020-09-12 11:40:00,209.0,32.0,56.0,166.66,2.2,3.1,23.04
2020-09-12 11:41:00,186.0,31.0,55.0,672.83,2.0,3.0,23.31
2020-09-12 11:42:00,156.0,33.0,54.0,261.59,1.7,3.1,23.16
2020-09-12 11:43:00,168.0,32.0,58.0,206.18,1.8,3.1,22.93
2020-09-12 11:44:00,189.0,31.0,48.0,313.18,2.0,3.1,23.01
2020-09-12 11:45:00,171.0,31.0,52.0,180.75,1.9,3.1,22.96
2020-09-12 11:46:00,186.0,32.0,54.0,177.98,2.0,2.8,23.46
2020-09-12 11:47:00,169.0,31.0,63.0,371.78,1.8,3.0,23.05
2020-09-12 11:48:00,180.0,32.0,51.0,221.72,1.9,2.9,23.1
2020-09-12 11:49:00,189.0,32.0,52.0,234.2,2.0,3.1,23.63
2020-09-12 11:50:00,205.0,31.0,50.0,207.86,2.2,3.1,23.38
2020-09-12 11:51:00,169.0,32.0,50.0,220.63,1.9,3.1,23.12
2020-09-12 11:52:00,188.0,32.0,62.0,286.04,2.0,3.0,23.18
2020-09-12 11:53:00,210.0,32.0,51.0,365.17,2.2,3.0,23.02
2020-09-12 11:54:00,156.0,32.0,51.0,287.75,1.7,3.1,23.02
2020-09-12 11:55:00,149.0,33.0,51.0,182.49,1.6,3.1,23.08
2020-09-12 11:56:00,195.0,32.0,53.0,192.2,2.1,3.2,23.27
2020-09-12 11:57:00,163.0,33.0,57.0,170.31,1.8,3.0,23.05
2020-09-12 11:58:00,187.0,32.0,69.0,161.27,2.0,2.9,23.09
2020-09-12 11:59:00,201.0,31.0,57.0,257.52,2.1,2.9,22.99
2020-09-12 12:00:00,158.0,32.0,50.0,178.07,1.7,2.8,23.12
2020-09-12 12:01:00,185.0,34.0,54.0,218.3,2.0,3.1,23.78
2020-09-12 12:02:00,216.0,33.0,60.0,181.85,2.3,2.9,23.68
2020-09-12 12:03:00,228.0,34.0,49.0,196.81,2.4,3.0,23.18
2020-09-12 12:04:00,180.0,32.0,49.0,179.27,2.0,2.8,23.03
2020-09-12 12:05:00,200.0,32.0,50.0,181.94,2.1,2.8,23.57
2020-09-12 12:06:00,190.0,32.0,53.0,381.77,2.1,2.9,23.35
2020-09-12 12:07:00,156.0,32.0,54.0,186.07,1.7,2.9,23.14
2020-09-12 12:08:00,207.0,32.0,50.0,341.59,2.2,3.1,23.45
2020-09-12 12:09:00,165.0,33.0,53.0,262.82,1.8,3.2,23.0
2020-09-12 12:10:00,148.0,31.0,61.0,303.32,1.6,2.8,22.9
2020-09-12 12:11:00,172.0,33.0,63.0,172.75,1.9,2.9,22.89
2020-09-12 12:12:00,182.0,32.0,54.0,146.26,1.9,3.0,23.0
2020-09-12 12:13:00,160.0,32.0,46.0,178.03,1.8,2.9,23.11
2020-09-12 12:14:00,161.0,33.0,50.0,181.51,1.8,3.2,23.78
2020-09-12 12:15:00,175.0,32.0,54.0,426.85,1.9,3.2,23.13
2020-09-12 12:16:00,184.0,32.0,51.0,260.93,2.0,3.0,23.06
2020-09-12 12:17:00,198.0,31.0,50.0,255.66,2.1,2.9,23.3
2020-09-12 12:18:00,164.0,33.0,53.0,266.22,1.8,3.0,23.15
2020-09-12 12:19:00,176.0,31.0,47.0,301.89,1.9,2.8,22.93
2020-09-12 12:20:00,159.0,31.0,55.0,202.25,1.7,3.1,23.03
2020-09-12 12:21:00,149.0,32.0,56.0,281.42,1.7,3.3,23.11
2020-09-12 12:22:00,141.0,32.0,53.0,419.34,1.5,3.1,23.42
2020-09-12 12:23:00,173.0,34.0,66.0,303.02,1.9,3.2,23.06
2020-09-12 12:24:00,184.0,33.0,58.0,256.46,2.0,3.1,23.13
2020-09-12 12:25:00,143.0,33.0,50.0,166.01,1.6,3.1,23.34
2020-09-12 12:26:00,172.0,32.0,46.0,193.62,1.9,3.1,23.44
2020-09-12 12:27:00,176.0,33.0,62.0,192.78,1.9,3.2,23.62
2020-09-12 12:28:00,223.0,33.0,52.0,167.68,2.4,3.0,23.37
