,Net In Global,Net Out Global,Nb process http,Nb process php,Nb connection mysql,Disque read global,Disque write global,Cpu http,Cpu php,Cpu mysql,Cpu global,Ram http,Ram php,Ram mysql,Ram global
2020-09-12 01:43:00,0.07,0.1,147.0,31.0,60.0,0.0,297.62,0.02,16.22,8.62,5.89,1.5,2.7,10.7,22.23
2020-09-12 01:44:00,0.08,0.1,147.0,31.0,57.0,0.0,167.0,0.47,16.2,8.62,6.87,1.5,2.7,10.7,22.25
2020-09-12 01:45:00,0.07,0.09,140.0,31.0,52.0,0.0,164.8,2.19,16.34,8.62,8.38,1.4,2.7,10.7,22.26
2020-09-12 01:46:00,0.07,0.09,161.0,32.0,65.0,0.0,178.13,9.31,18.35,8.62,6.82,1.6,2.8,10.7,22.16
2020-09-12 01:47:00,0.07,0.1,170.0,34.0,45.0,0.0,334.02,0.16,18.64,8.62,8.13,1.7,3.1,10.7,22.17
2020-09-12 01:48:00,0.09,0.11,188.0,35.0,51.0,0.0,280.32,0.06,19.74,8.62,7.43,1.9,3.3,10.7,22.2
2020-09-12 01:49:00,0.07,0.09,174.0,31.0,43.0,0.0,174.33,1.86,19.97,8.62,5.96,1.8,3.0,10.7,22.08
2020-09-12 01:50:00,0.08,0.11,187.0,31.0,48.0,0.0,193.53,0.1,14.91,8.62,5.96,1.9,2.7,10.7,22.11
2020-09-12 01:51:00,0.08,0.1,211.0,32.0,48.0,0.0,215.72,0.18,16.38,8.62,7.19,2.1,2.8,10.7,22.11
2020-09-12 01:52:00,0.06,0.09,187.0,33.0,45.0,0.0,196.18,0.07,16.73,8.62,6.83,1.9,2.8,10.7,22.21
2020-09-12 01:53:00,0.08,0.1,145.0,32.0,49.0,0.0,175.71,0.03,16.19,8.62,7.07,1.5,2.7,10.7,22.02
2020-09-12 01:54:00,0.07,0.09,170.0,31.0,41.0,0.0,189.75,0.17,16.04,8.62,8.83,1.7,2.7,10.7,22.02
2020-09-12 01:55:00,0.07,0.1,162.0,33.0,45.0,0.0,365.4,2.21,16.76,8.62,6.95,1.7,2.8,10.7,22.16
2020-09-12 01:56:00,0.08,0.1,148.0,32.0,43.0,0.0,216.51,0.57,18.82,8.62,5.83,1.5,2.8,10.7,22.23
2020-09-12 01:57:00,0.07,0.09,168.0,32.0,47.0,0.0,198.87,0.21,17.43,8.62,5.77,1.7,2.8,10.7,22.37
2020-09-12 01:58:00,0.08,0.11,142.0,32.0,44.0,0.0,253.22,2.83,16.38,8.62,6.63,1.5,2.8,10.7,22.13
2020-09-12 01:59:00,0.07,0.09,163.0,33.0,43.0,0.0,193.84,0.06,16.76,8.62,5.6,1.6,2.9,10.7,22.17
2020-09-12 02:00:00,0.07,0.1,184.0,32.0,55.0,0.0,173.59,0.09,17.55,8.62,5.97,1.8,3.0,10.7,22.31
2020-09-12 02:01:00,0.08,0.11,171.0,33.0,52.0,0.0,278.62,0.03,16.97,8.62,6.28,1.7,2.9,10.7,22.29
2020-09-12 02:02:00,0.08,0.1,139.0,32.0,50.0,0.0,451.3,1.31,16.25,8.62,6.53,1.4,2.7,10.7,22.17
2020-09-12 02:03:00,0.08,0.1,156.0,31.0,49.0,0.0,208.16,0.09,16.31,8.62,6.41,1.6,2.7,10.7,22.23
2020-09-12 02:04:00,0.07,0.07,156.0,31.0,107.0,0.0,262.88,0.02,16.43,8.62,5.77,1.6,2.8,10.7,22.11
2020-09-12 02:05:00,0.08,0.11,124.0,32.0,109.0,0.0,189.28,0.03,16.45,8.62,6.86,1.3,2.9,10.7,22.16
2020-09-12 02:06:00,0.07,0.09,154.0,32.0,110.0,0.0,188.8,0.05,16.52,8.62,6.22,1.5,3.0,10.7,22.31
2020-09-12 02:07:00,0.07,0.09,165.0,32.0,106.0,0.0,172.83,0.04,16.53,8.62,5.98,1.7,2.9,10.7,22.48
2020-09-12 02:08:00,0.08,0.1,176.0,33.0,108.0,0.0,194.95,0.1,19.57,8.62,6.11,1.8,3.4,10.7,22.09
2020-09-12 02:09:00,0.07,0.09,194.0,35.0,134.0,0.0,169.7,0.04,22.18,8.62,8.19,1.9,3.7,10.7,22.3
2020-09-12 02:10:00,0.09,0.12,176.0,32.0,114.0,0.0,173.97,0.05,15.76,8.62,7.18,1.8,3.0,10.7,22.12
2020-09-12 02:11:00,0.07,0.09,187.0,31.0,105.0,0.0,198.95,0.17,15.25,8.62,5.71,1.9,2.8,10.7,22.08
2020-09-12 02:12:00,0.07,0.09,175.0,33.0,104.0,0.0,290.76,0.05,16.26,8.62,5.26,1.8,2.8,10.7,22.23
2020-09-12 02:13:00,0.08,0.11,171.0,32.0,89.0,0.0,185.82,0.04,15.32,8.62,5.01,1.7,2.8,10.7,22.2
2020-09-12 02:14:00,0.08,0.1,153.0,31.0,104.0,0.0,179.09,0.03,15.11,8.62,4.48,1.5,2.6,10.7,22.1
2020-09-12 02:15:00,0.07,0.1,178.0,32.0,100.0,0.0,185.73,0.11,16.71,8.62,4.71,1.8,2.9,10.7,22.09
2020-09-12 02:16:00,0.08,0.1,189.0,32.0,103.0,0.0,213.35,0.16,17.77,8.62,4.35,1.9,2.9,10.7,22.19
2020-09-12 02:17:00,0.08,0.11,168.0,32.0,98.0,0.0,286.35,0.04,16.44,8.62,3.9,1.7,2.9,10.7,22.34
2020-09-12 02:18:00,0.08,0.1,177.0,32.0,101.0,0.0,205.62,0.15,16.51,8.62,5.12,1.8,2.8,10.7,22.44
2020-09-12 02:19:00,0.06,0.08,161.0,32.0,95.0,0.0,355.34,0.03,17.61,8.62,5.3,1.6,3.2,10.7,22.22
2020-09-12 02:20:00,0.08,0.11,175.0,32.0,130.0,0.0,249.94,0.19,16.21,8.62,5.95,1.8,3.2,10.7,22.1
2020-09-12 02:21:00,0.07,0.1,179.0,32.0,118.0,0.0,221.31,0.06,15.53,8.62,5.96,1.8,3.0,10.7,22.05
2020-09-12 02:22:00,0.06,0.08,196.0,32.0,97.0,0.0,290.59,0.19,15.53,8.62,4.65,1.9,2.7,10.7,22.14
2020-09-12 02:23:00,0.08,0.1,174.0,31.0,94.0,0.0,169.2,0.06,14.99,8.62,4.32,1.7,2.6,10.7,22.04
2020-09-12 02:24:00,0.07,0.1,185.0,31.0,96.0,0.0,243.73,0.17,15.34,8.62,5.7,1.8,2.7,10.7,21.98
2020-09-12 02:25:00,0.08,0.1,155.0,31.0,104.0,0.0,267.62,0.04,15.7,8.62,5.13,1.6,2.7,10.7,21.99
2020-09-12 02:26:00,0.08,0.1,169.0,31.0,92.0,0.0,344.96,0.02,15.84,8.62,4.27,1.7,2.7,10.7,22.06
2020-09-12 02:27:00,0.06,0.08,182.0,31.0,94.0,0.0,193.48,0.12,16.83,8.62,3.8,1.8,2.8,10.7,22.27
2020-09-12 02:28:00,0.08,0.11,193.0,31.0,108.0,0.0,172.16,0.19,16.07,8.62,4.79,1.9,2.7,10.7,22.46
2020-09-12 02:29:00,0.06,0.08,149.0,33.0,96.0,0.0,295.64,0.05,16.91,8.62,5.3,1.5,2.9,10.7,22.45
2020-09-12 02:30:00,0.08,0.11,170.0,32.0,95.0,0.0,179.84,0.09,19.13,8.62,4.56,1.7,3.0,10.7,22.26
2020-09-12 02:31:00,0.08,0.11,180.0,32.0,116.0,0.0,211.64,0.19,16.44,8.62,4.76,1.8,3.1,10.7,22.12
2020-09-12 02:32:00,0.06,0.08,150.0,33.0,125.0,0.0,286.84,0.08,16.86,8.62,4.62,1.5,3.0,10.7,22.21
2020-09-12 02:33:00,0.09,0.12,172.0,33.0,99.0,0.0,276.47,0.16,16.87,8.62,4.56,1.7,2.9,10.7,22.35
2020-09-12 02:34:00,0.06,0.09,162.0,32.0,97.0,0.0,183.0,0.04,16.22,8.62,4.26,1.6,3.0,10.7,22.18
2020-09-12 02:35:00,0.08,0.11,173.0,33.0,98.0,0.0,308.15,0.18,16.43,8.62,4.39,1.7,2.9,10.7,22.23
2020-09-12 02:36:00,0.07,0.1,187.0,32.0,101.0,0.0,199.52,0.11,16.34,8.62,4.68,1.8,2.8,10.7,22.21
2020-09-12 02:37:00,0.07,0.09,167.0,31.0,97.0,0.0,208.78,0.06,16.01,8.62,3.55,1.7,2.7,10.7,22.2
2020-09-12 02:38:00,0.08,0.11,181.0,31.0,100.0,0.0,198.77,0.19,16.1,8.62,4.69,1.8,2.7,10.7,22.16
2020-09-12 02:39:00,0.06,0.07,157.0,31.0,100.0,0.0,180.63,0.05,16.99,8.62,5.03,1.6,3.0,10.7,22.19
2020-09-12 02:40:00,0.08,0.11,148.0,33.0,92.0,0.0,183.92,0.01,17.44,8.62,4.56,1.5,3.0,10.7,22.44
2020-09-12 02:41:00,0.08,0.11,153.0,32.0,102.0,0.0,206.41,0.03,16.63,8.62,4.15,1.5,2.9,10.7,22.24
2020-09-12 02:42:00,0.07,0.09,158.0,32.0,105.0,0.0,180.28,0.04,17.32,8.62,4.36,1.6,3.0,10.7,22.13
2020-09-12 02:43:00,0.08,0.1,177.0,32.0,129.0,0.0,290.21,0.14,16.42,8.62,4.79,1.7,3.2,10.7,22.19
2020-09-12 02:44:00,0.07,0.1,168.0,33.0,119.0,0.0,290.72,0.01,15.57,8.62,4.27,1.7,3.0,10.7,22.38
2020-09-12 02:45:00,0.08,0.11,186.0,31.0,110.0,0.0,253.34,0.09,14.4,8.62,5.23,1.8,2.7,10.7,22.19
2020-09-12 02:46:00,0.07,0.1,201.0,33.0,95.0,0.0,274.09,0.12,16.05,8.62,4.38,2.0,2.9,10.7,22.41
2020-09-12 02:47:00,0.08,0.1,177.0,31.0,102.0,0.0,268.18,0.06,15.04,8.62,3.91,1.8,2.7,10.7,22.31
2020-09-12 02:48:00,0.08,0.11,191.0,31.0,102.0,0.0,203.33,0.24,15.03,8.62,3.7,1.9,2.6,10.7,22.23
2020-09-12 02:49:00,0.06,0.08,169.0,31.0,101.0,0.0,368.77,0.06,15.41,8.62,3.92,1.7,2.7,10.7,22.29
2020-09-12 02:50:00,0.08,0.1,179.0,31.0,107.0,0.0,215.03,0.23,15.87,8.62,4.07,1.8,2.7,10.7,22.47
2020-09-12 02:51:00,0.08,0.1,158.0,31.0,103.0,0.0,199.12,0.06,16.21,8.62,3.93,1.6,2.7,10.7,22.33
2020-09-12 02:52:00,0.07,0.08,171.0,31.0,104.0,0.0,184.1,0.22,16.27,8.62,3.69,1.7,2.8,10.7,22.29
2020-09-12 02:53:00,0.07,0.09,187.0,32.0,97.0,0.0,276.12,0.29,16.65,8.62,3.55,1.8,2.8,10.7,22.34
2020-09-12 02:54:00,0.07,0.1,196.0,32.0,109.0,0.0,154.37,0.34,16.82,8.62,3.37,1.9,3.0,10.7,22.43
2020-09-12 02:55:00,0.09,0.12,152.0,31.0,110.0,0.0,180.39,0.06,17.38,8.62,4.55,1.5,2.9,10.7,22.29
2020-09-12 02:56:00,0.08,0.1,193.0,32.0,109.0,0.0,308.06,0.09,17.01,8.62,4.45,1.9,2.9,10.7,22.43
2020-09-12 02:57:00,0.07,0.09,160.0,33.0,104.0,0.0,322.19,0.04,17.32,8.62,4.52,1.6,3.0,10.7,22.33
2020-09-12 02:58:00,0.07,0.09,156.0,31.0,112.0,0.0,212.66,0.06,16.22,8.62,4.27,1.5,2.8,10.7,22.21
2020-09-12 02:59:00,0.07,0.09,147.0,31.0,102.0,0.0,284.19,0.04,16.07,8.62,6.64,1.5,2.6,10.7,22.31
2020-09-12 03:00:00,0.07,0.09,172.0,33.0,99.0,0.0,257.73,0.16,16.51,8.62,8.24,1.7,2.7,10.7,22.38
2020-09-12 03:01:00,0.08,0.1,156.0,31.0,99.0,0.0,280.81,0.07,16.09,8.62,8.35,1.5,2.7,10.7,22.27
2020-09-12 03:02:00,0.07,0.09,189.0,31.0,98.0,0.0,181.27,0.27,16.28,8.62,8.04,1.9,2.9,10.7,22.52
2020-09-12 03:03:00,0.09,0.11,159.0,33.0,108.0,0.0,174.75,0.07,17.24,8.62,10.07,1.6,2.9,10.7,22.22
2020-09-12 03:04:00,0.07,0.1,187.0,33.0,102.0,0.0,170.03,0.19,17.59,8.62,10.97,1.8,3.0,10.7,22.32
2020-09-12 03:05:00,0.08,0.11,161.0,32.0,117.0,0.0,204.4,0.03,16.73,8.62,8.38,1.6,3.0,10.7,22.46
2020-09-12 03:06:00,0.08,0.1,183.0,32.0,117.0,0.0,198.19,0.03,16.78,8.62,7.68,1.8,3.1,10.7,22.45
2020-09-12 03:07:00,0.07,0.08,175.0,33.0,120.0,0.0,205.53,0.05,17.13,8.62,5.88,1.7,3.0,10.7,22.53
2020-09-12 03:08:00,0.08,0.11,172.0,33.0,114.0,0.0,199.98,0.01,17.2,8.62,7.97,1.7,2.9,10.7,22.4
2020-09-12 03:09:00,0.06,0.08,186.0,31.0,108.0,0.0,198.09,0.15,15.79,8.62,8.69,1.8,2.9,10.7,22.42
2020-09-12 03:10:00,0.08,0.1,167.0,32.0,99.0,0.0,302.69,0.05,16.29,8.62,7.47,1.6,2.9,10.7,22.39
2020-09-12 03:11:00,0.12,0.14,158.0,31.0,111.0,0.0,215.69,0.01,15.76,8.62,7.89,1.6,2.8,10.7,22.32
2020-09-12 03:12:00,0.07,0.09,197.0,31.0,106.0,0.0,276.01,0.03,15.32,8.62,10.7,1.9,2.7,10.7,22.54
2020-09-12 03:13:00,0.08,0.1,176.0,31.0,108.0,0.0,411.73,0.03,15.67,8.62,6.24,1.7,2.6,10.7,22.29
2020-09-12 03:14:00,0.08,0.1,154.0,31.0,104.0,0.0,258.52,0.01,15.94,8.62,6.69,1.5,2.7,10.7,22.36
2020-09-12 03:15:00,0.09,0.11,177.0,33.0,98.0,0.0,174.22,0.16,17.02,8.62,9.2,1.7,2.9,10.7,22.43
2020-09-12 03:16:00,0.08,0.1,166.0,33.0,125.0,0.0,206.19,0.03,17.24,8.62,9.71,1.7,3.1,10.7,22.38
2020-09-12 03:17:00,0.09,0.11,182.0,32.0,110.0,0.0,198.03,0.05,15.91,8.62,9.07,1.8,2.9,10.7,22.27
2020-09-12 03:18:00,0.08,0.11,192.0,33.0,107.0,0.0,196.79,0.17,16.71,8.62,8.94,1.9,2.8,10.7,22.42
2020-09-12 03:19:00,0.06,0.08,157.0,32.0,117.0,0.0,268.27,0.03,16.19,8.62,7.92,1.6,2.8,10.7,22.25
2020-09-12 03:20:00,0.08,0.1,179.0,33.0,106.0,0.0,215.45,0.19,16.32,8.62,8.9,1.8,2.8,10.7,22.41
2020-09-12 03:21:00,0.1,0.12,192.0,31.0,100.0,0.0,212.3,0.12,15.38,8.62,8.69,1.9,2.9,10.7,22.39
2020-09-12 03:22:00,0.06,0.08,176.0,32.0,105.0,0.0,185.32,0.04,15.84,8.62,8.41,1.8,3.1,10.7,22.46
2020-09-12 03:23:00,0.07,0.1,191.0,32.0,104.0,0.0,201.92,0.04,16.57,8.62,8.03,1.9,2.8,10.7,22.63
2020-09-12 03:24:00,0.07,0.1,166.0,31.0,97.0,0.0,185.04,0.02,16.21,8.62,8.72,1.7,2.8,10.7,22.47
2020-09-12 03:25:00,0.08,0.11,181.0,32.0,99.0,0.0,167.26,0.09,16.99,8.62,5.48,1.8,2.9,10.7,22.47
2020-09-12 03:26:00,0.08,0.1,161.0,33.0,101.0,0.0,193.78,0.03,17.05,8.62,7.14,1.6,2.8,10.7,22.3
2020-09-12 03:27:00,0.08,0.1,179.0,32.0,122.0,0.0,187.4,0.07,15.99,8.62,7.07,1.8,3.0,10.7,22.37
2020-09-12 03:28:00,0.07,0.1,189.0,33.0,111.0,0.0,161.97,0.05,16.93,8.62,7.61,1.9,2.9,10.7,22.48
2020-09-12 03:29:00,0.07,0.09,174.0,31.0,100.0,0.0,160.92,0.03,14.91,8.62,6.82,1.7,2.8,10.7,22.35
2020-09-12 03:30:00,0.08,0.1,184.0,31.0,119.0,0.0,179.87,0.04,14.45,8.62,7.25,1.8,2.7,10.7,22.48
2020-09-12 03:31:00,0.1,0.12,179.0,33.0,99.0,0.0,521.48,0.04,15.32,8.62,8.09,1.8,2.6,10.7,22.4
2020-09-12 03:32:00,0.07,0.09,162.0,32.0,103.0,0.0,196.47,0.01,15.98,8.62,11.34,1.6,2.6,10.7,22.2
2020-09-12 03:33:00,0.08,0.1,192.0,32.0,101.0,0.0,450.83,0.04,16.4,8.62,9.06,1.9,2.7,10.7,22.31
2020-09-12 03:34:00,0.07,0.1,150.0,31.0,100.0,0.0,225.31,0.04,15.97,8.62,6.78,1.5,2.6,10.7,22.45
2020-09-12 03:35:00,0.08,0.1,156.0,32.0,98.0,0.0,185.53,0.07,16.54,8.62,7.47,1.5,2.9,10.7,22.4
2020-09-12 03:36:00,0.07,0.1,171.0,32.0,103.0,0.0,183.62,0.24,16.83,8.62,6.87,1.7,2.8,10.7,22.39
2020-09-12 03:37:00,0.08,0.1,150.0,32.0,103.0,0.0,177.07,0.1,16.77,8.62,7.19,1.5,3.0,10.7,22.33
2020-09-12 03:38:00,0.08,0.11,168.0,33.0,120.0,0.0,219.25,0.09,17.41,8.62,7.31,1.7,3.3,10.7,22.51
2020-09-12 03:39:00,0.07,0.08,182.0,31.0,115.0,0.0,177.47,0.16,15.54,8.62,6.87,1.8,2.8,10.7,22.43
2020-09-12 03:40:00,0.08,0.1,191.0,33.0,115.0,0.0,194.02,0.16,16.74,8.62,6.51,1.9,3.1,10.7,22.44
2020-09-12 03:41:00,0.09,0.11,203.0,32.0,119.0,0.0,222.4,0.17,16.55,8.62,6.41,2.0,2.8,10.7,22.39
2020-09-12 03:42:00,0.07,0.09,171.0,31.0,105.0,0.0,284.42,0.04,15.89,8.62,9.83,1.7,2.9,10.7,22.38
2020-09-12 03:43:00,0.07,0.1,187.0,32.0,107.0,0.0,270.91,0.14,15.66,8.62,8.09,1.9,2.7,10.7,22.36
2020-09-12 03:44:00,0.08,0.1,198.0,31.0,100.0,0.0,183.88,0.19,14.91,8.62,7.94,2.0,2.6,10.7,22.53
2020-09-12 03:45:00,0.09,0.11,153.0,32.0,101.0,0.0,282.43,0.03,16.02,8.62,7.53,1.5,2.7,10.7,22.41
2020-09-12 03:46:00,0.07,0.1,188.0,32.0,101.0,0.0,200.42,0.04,15.89,8.62,5.82,1.9,2.6,10.7,22.4
2020-09-12 03:47:00,0.08,0.1,152.0,31.0,97.0,0.0,328.22,0.06,15.82,8.62,6.02,1.5,2.7,10.7,22.35
2020-09-12 03:48:00,0.1,0.13,169.0,32.0,95.0,0.0,314.25,0.2,16.41,8.62,5.6,1.7,2.6,10.7,22.22
2020-09-12 03:49:00,0.06,0.08,183.0,32.0,125.0,0.0,158.86,0.09,16.61,8.62,7.13,1.8,2.8,10.7,22.33
2020-09-12 03:50:00,0.08,0.1,154.0,33.0,113.0,0.0,196.81,0.09,16.99,8.62,6.09,1.5,2.9,10.7,22.26
2020-09-12 03:51:00,0.09,0.11,182.0,33.0,104.0,0.0,188.11,0.23,17.26,8.62,5.42,1.8,3.0,10.7,22.35
2020-09-12 03:52:00,0.06,0.07,179.0,32.0,116.0,0.0,190.38,0.07,15.96,8.62,5.74,1.8,2.8,10.7,22.29
2020-09-12 03:53:00,0.07,0.09,151.0,33.0,101.0,0.0,177.77,0.06,16.39,8.62,5.78,1.5,2.8,10.7,22.22
2020-09-12 03:54:00,0.07,0.1,170.0,32.0,112.0,0.0,262.58,0.07,16.13,8.62,4.57,1.7,2.9,10.7,22.33
2020-09-12 03:55:00,0.08,0.11,180.0,31.0,104.0,0.0,179.73,0.18,15.26,8.62,5.61,1.8,2.8,10.7,22.54
2020-09-12 03:56:00,0.08,0.1,162.0,32.0,106.0,0.0,198.1,0.04,15.88,8.62,6.51,1.6,2.9,10.7,22.53
2020-09-12 03:57:00,0.07,0.09,177.0,33.0,102.0,0.0,176.74,0.06,16.61,8.62,6.77,1.7,3.0,10.7,22.35
2020-09-12 03:58:00,0.09,0.12,194.0,33.0,106.0,0.0,201.5,0.21,17.19,8.62,4.91,1.9,3.1,10.7,22.55
2020-09-12 03:59:00,0.06,0.08,165.0,32.0,107.0,0.0,272.19,0.08,16.41,8.62,5.05,1.6,3.0,10.7,22.37
2020-09-12 04:00:00,0.07,0.1,183.0,33.0,126.0,0.0,191.33,0.08,16.4,8.62,5.98,1.8,2.8,10.7,22.43
2020-09-12 04:01:00,0.09,0.12,173.0,33.0,110.0,0.0,408.84,0.11,16.51,8.62,4.62,1.7,2.6,10.7,22.57
2020-09-12 04:02:00,0.07,0.09,172.0,33.0,94.0,0.0,294.56,0.05,16.85,8.62,4.34,1.7,2.7,10.7,22.41
2020-09-12 04:03:00,0.07,0.1,194.0,32.0,100.0,0.0,223.25,0.12,15.84,8.62,4.23,1.9,2.8,10.7,22.32
2020-09-12 04:04:00,0.07,0.1,165.0,32.0,110.0,0.0,190.67,0.04,15.97,8.62,6.34,1.7,2.9,10.7,22.2
2020-09-12 04:05:00,0.08,0.11,166.0,32.0,94.0,0.0,180.07,0.06,16.46,8.62,5.95,1.6,2.8,10.7,22.26
2020-09-12 04:06:00,0.07,0.1,169.0,31.0,101.0,0.0,196.6,0.01,16.07,8.62,6.3,1.7,2.9,10.7,22.24
2020-09-12 04:07:00,0.08,0.1,162.0,32.0,114.0,0.0,161.76,0.02,16.96,8.62,5.03,1.6,2.9,10.7,22.21
2020-09-12 04:08:00,0.08,0.11,178.0,33.0,96.0,0.0,295.16,0.06,16.75,8.62,5.16,1.8,3.1,10.7,22.35
2020-09-12 04:09:00,0.06,0.08,193.0,32.0,107.0,0.0,193.62,0.2,16.73,8.62,5.02,1.9,2.9,10.7,22.22
2020-09-12 04:10:00,0.08,0.1,163.0,32.0,106.0,0.0,301.04,0.04,16.72,8.62,4.61,1.6,3.1,10.7,22.33
2020-09-12 04:11:00,0.08,0.1,174.0,33.0,107.0,0.0,218.79,0.23,16.76,8.62,4.27,1.7,3.0,10.7,22.45
2020-09-12 04:12:00,0.06,0.08,183.0,33.0,114.0,0.0,162.91,0.07,17.09,8.62,5.06,1.8,3.1,10.7,22.38
2020-09-12 04:13:00,0.08,0.11,174.0,33.0,96.0,0.0,193.68,0.03,17.4,8.62,4.48,1.8,3.0,10.7,22.36
2020-09-12 04:14:00,0.08,0.11,187.0,32.0,104.0,0.0,167.43,0.19,15.88,8.62,4.31,1.9,2.9,10.7,22.62
2020-09-12 04:15:00,0.08,0.11,161.0,31.0,100.0,0.0,286.11,0.04,16.11,8.62,4.64,1.6,2.8,10.7,22.49
2020-09-12 04:16:00,0.07,0.09,175.0,32.0,103.0,0.0,197.93,0.2,16.33,8.62,4.54,1.8,2.8,10.7,22.33
2020-09-12 04:17:00,0.08,0.11,185.0,33.0,101.0,0.0,275.35,0.15,17.06,8.62,3.77,1.9,3.1,10.7,22.51
2020-09-12 04:18:00,0.09,0.12,166.0,33.0,107.0,0.0,223.84,0.06,17.24,8.62,5.67,1.7,3.1,10.7,22.53
2020-09-12 04:19:00,0.07,0.09,180.0,33.0,104.0,0.0,257.37,0.19,17.23,8.62,5.63,1.8,3.2,10.7,22.47
2020-09-12 04:20:00,0.07,0.1,185.0,32.0,111.0,0.0,176.8,0.06,16.53,8.62,5.1,1.9,2.9,10.7,22.33
2020-09-12 04:21:00,0.07,0.09,164.0,32.0,106.0,0.0,213.87,0.04,16.71,8.62,4.56,1.7,2.9,10.7,22.37
2020-09-12 04:22:00,0.05,0.07,177.0,32.0,97.0,0.0,276.42,0.24,16.62,8.62,5.17,1.8,3.0,10.7,22.38
2020-09-12 04:23:00,0.07,0.1,174.0,33.0,101.0,0.0,271.87,0.09,16.63,8.62,5.56,1.8,2.9,10.7,22.45
2020-09-12 04:24:00,0.08,0.1,169.0,31.0,116.0,0.0,314.71,0.03,16.24,8.62,5.38,1.7,2.9,10.7,22.21
2020-09-12 04:25:00,0.08,0.11,160.0,32.0,95.0,0.0,182.76,0.01,16.12,8.62,5.05,1.6,2.8,10.7,22.36
2020-09-12 04:26:00,0.08,0.1,175.0,32.0,98.0,0.0,261.7,0.21,16.3,8.62,4.59,1.8,3.0,10.7,22.34
2020-09-12 04:27:00,0.07,0.09,175.0,31.0,97.0,0.0,256.48,0.11,16.09,8.62,4.93,1.8,3.0,10.7,22.37
2020-09-12 04:28:00,0.08,0.11,162.0,32.0,96.0,0.0,179.84,0.05,16.4,8.62,7.68,1.6,3.0,10.7,22.39
2020-09-12 04:29:00,0.06,0.08,149.0,34.0,97.0,0.0,184.82,0.03,17.63,8.62,5.57,1.5,3.3,10.7,22.57
2020-09-12 04:30:00,0.07,0.09,160.0,33.0,99.0,0.0,172.49,0.22,16.59,8.62,4.28,1.6,2.9,10.7,22.49
2020-09-12 04:31:00,0.07,0.1,175.0,32.0,107.0,0.0,235.07,0.21,16.99,8.62,4.35,1.7,2.9,10.7,22.47
2020-09-12 04:32:00,0.07,0.08,184.0,33.0,94.0,0.0,285.07,0.21,17.26,8.62,5.58,1.8,3.4,10.7,22.42
2020-09-12 04:33:00,0.08,0.11,169.0,32.0,97.0,0.0,156.36,0.09,16.55,8.62,5.24,1.7,3.1,10.7,22.31
2020-09-12 04:34:00,0.08,0.1,182.0,33.0,99.0,0.0,347.51,0.25,16.94,8.62,4.15,1.8,3.3,10.7,22.42
2020-09-12 04:35:00,0.08,0.11,154.0,32.0,101.0,0.0,263.0,0.1,15.82,8.62,5.18,1.6,3.3,10.7,22.27
2020-09-12 04:36:00,0.07,0.1,182.0,35.0,126.0,0.0,179.32,0.23,17.4,8.62,5.11,1.8,3.3,10.7,22.33
2020-09-12 04:37:00,0.07,0.09,182.0,33.0,108.0,0.0,255.31,0.09,16.96,8.62,4.93,1.8,3.0,10.7,22.42
2020-09-12 04:38:00,0.09,0.11,191.0,33.0,108.0,0.0,268.4,0.19,16.36,8.62,5.31,1.9,3.2,10.7,22.32
2020-09-12 04:39:00,0.06,0.09,201.0,33.0,144.0,0.0,190.67,0.22,16.86,8.62,7.56,2.0,3.2,10.7,22.37
2020-09-12 04:40:00,0.07,0.09,175.0,32.0,105.0,0.0,201.67,0.05,16.07,8.62,9.03,1.8,2.8,10.7,22.32
2020-09-12 04:41:00,0.07,0.1,188.0,35.0,129.0,0.0,201.17,0.03,17.54,8.62,5.5,1.9,3.2,10.7,22.46
2020-09-12 04:42:00,0.06,0.08,177.0,31.0,113.0,0.0,269.86,0.04,15.29,8.62,3.94,1.8,2.7,10.7,22.44
2020-09-12 04:43:00,0.07,0.1,189.0,32.0,113.0,0.0,404.34,0.23,15.09,8.62,7.37,1.9,2.7,10.7,22.41
2020-09-12 04:44:00,0.08,0.11,200.0,34.0,100.0,0.0,284.48,0.31,16.01,8.62,5.23,2.0,2.8,10.7,22.41
2020-09-12 04:45:00,0.08,0.11,167.0,32.0,100.0,0.0,262.19,0.08,15.19,8.62,6.86,1.7,2.7,10.7,22.34
2020-09-12 04:46:00,0.07,0.09,180.0,31.0,104.0,0.0,187.65,0.2,16.64,8.62,7.62,1.8,2.9,10.7,22.26
2020-09-12 04:47:00,0.08,0.11,222.0,32.0,95.0,0.0,180.32,0.36,16.88,8.62,5.95,2.2,3.0,10.7,22.48
2020-09-12 04:48:00,0.09,0.12,172.0,31.0,108.0,0.0,300.01,0.07,17.93,8.62,8.19,1.7,2.9,10.7,22.23
2020-09-12 04:49:00,0.06,0.08,161.0,33.0,113.0,0.0,258.8,0.03,17.88,8.62,9.85,1.6,3.1,10.7,22.3
2020-09-12 04:50:00,0.07,0.09,176.0,34.0,109.0,0.0,202.92,0.27,17.49,8.62,9.51,1.8,3.0,10.7,22.43
2020-09-12 04:51:00,0.07,0.09,164.0,32.0,95.0,0.0,360.61,0.12,16.73,8.62,8.57,1.7,3.1,10.7,22.41
2020-09-12 04:52:00,0.06,0.08,176.0,32.0,107.0,0.0,175.33,0.19,16.44,8.62,8.82,1.8,3.1,10.7,22.42
