,Net In Global,Net Out Global,Nb process http,Nb process php,Nb connection mysql,Disque read global,Disque write global,Cpu http,Cpu php,Cpu mysql,Cpu global,Ram http,Ram php,Ram mysql,Ram global
2020-09-11 22:33:00,0.09,0.1,197.0,33.0,47.0,0.0,242.38,2.49,17.67,8.62,10.33,1.9,2.9,10.7,22.02
2020-09-11 22:34:00,0.07,0.09,199.0,38.0,44.0,0.0,180.82,0.23,22.65,8.62,8.05,2.0,3.3,10.7,21.96
2020-09-11 22:35:00,0.06,0.08,196.0,33.0,48.0,0.0,285.39,1.9,20.37,8.62,7.88,1.9,3.2,10.7,22.06
2020-09-11 22:36:00,0.08,0.11,194.0,33.0,44.0,0.0,294.76,0.04,17.8,8.62,5.7,2.0,2.9,10.7,22.05
2020-09-11 22:37:00,0.06,0.08,181.0,31.0,42.0,0.0,308.88,0.27,15.82,8.62,5.23,1.6,2.8,10.7,21.91
2020-09-11 22:38:00,0.07,0.09,201.0,32.0,45.0,0.0,292.18,1.61,16.86,8.62,5.12,1.5,3.0,10.7,21.95
2020-09-11 22:39:00,0.09,0.12,169.0,32.0,45.0,0.0,221.06,1.87,16.87,8.62,5.4,1.7,2.8,10.7,21.99
2020-09-11 22:40:00,0.08,0.1,164.0,31.0,45.0,0.0,219.46,0.74,17.09,8.62,5.75,1.8,2.7,10.7,22.06
2020-09-11 22:41:00,0.1,0.13,214.0,33.0,47.0,0.0,290.24,1.16,18.31,8.62,4.83,1.6,2.8,10.7,22.34
2020-09-11 22:42:00,0.07,0.09,162.0,32.0,53.0,0.0,332.01,3.17,17.43,8.62,4.42,1.7,2.7,10.7,22.44
2020-09-11 22:43:00,0.1,0.11,168.0,33.0,55.0,0.0,177.1,0.12,17.86,8.62,6.28,1.8,2.9,10.7,22.27
2020-09-11 22:44:00,0.07,0.09,194.0,33.0,48.0,0.0,153.19,5.83,17.8,8.62,5.36,1.4,3.0,10.7,22.25
2020-09-11 22:45:00,0.06,0.08,204.0,33.0,50.0,0.0,178.62,0.19,18.76,8.62,6.71,2.1,3.0,10.7,22.39
2020-09-11 22:46:00,0.08,0.11,154.0,33.0,47.0,0.0,179.19,0.51,17.34,8.62,5.61,1.7,3.0,10.7,22.26
2020-09-11 22:47:00,0.08,0.1,164.0,33.0,54.0,0.0,165.61,1.97,17.68,8.62,4.13,1.6,3.1,10.7,22.29
2020-09-11 22:48:00,0.07,0.09,164.0,34.0,43.0,0.0,173.24,0.16,18.81,8.62,4.85,1.7,2.9,10.7,22.23
2020-09-11 22:49:00,0.09,0.12,206.0,34.0,59.0,0.0,152.26,0.94,17.91,8.62,5.62,1.5,2.9,10.7,22.22
2020-09-11 22:50:00,0.07,0.1,176.0,34.0,48.0,0.0,261.51,0.07,18.73,8.62,5.56,1.9,2.9,10.7,22.29
2020-09-11 22:51:00,0.1,0.12,179.0,37.0,48.0,0.0,259.99,0.34,19.76,8.62,4.34,1.6,3.1,10.7,22.21
2020-09-11 22:52:00,0.07,0.09,164.0,33.0,53.0,0.0,282.74,6.01,17.21,8.62,6.25,1.6,2.9,10.7,22.1
2020-09-11 22:53:00,0.09,0.1,180.0,34.0,41.0,0.0,251.2,0.43,18.59,8.62,5.22,1.9,2.9,10.7,22.14
2020-09-11 22:54:00,0.07,0.1,180.0,34.0,47.0,0.0,166.73,1.68,18.01,8.62,5.0,1.8,3.2,10.7,22.32
2020-09-11 22:55:00,0.06,0.08,194.0,35.0,55.0,0.0,168.7,0.19,19.01,8.62,4.91,2.1,3.0,10.7,22.18
2020-09-11 22:56:00,0.08,0.11,211.0,36.0,48.0,0.0,289.46,1.38,21.37,8.62,5.48,1.6,3.1,10.7,21.98
2020-09-11 22:57:00,0.06,0.09,223.0,37.0,41.0,0.0,179.25,0.94,21.99,8.62,5.28,1.7,3.0,10.7,22.05
2020-09-11 22:58:00,0.06,0.09,201.0,35.0,54.0,0.0,249.76,0.68,22.07,8.62,4.87,1.8,3.3,10.7,22.09
2020-09-11 22:59:00,0.09,0.12,186.0,37.0,47.0,0.0,233.14,0.04,19.68,8.62,5.16,1.9,3.4,10.7,22.16
2020-09-11 23:00:00,0.07,0.09,157.0,31.0,50.0,0.0,172.12,0.04,15.69,8.62,5.29,1.7,2.8,10.7,22.19
2020-09-11 23:01:00,0.1,0.13,159.0,32.0,51.0,0.0,317.43,0.07,16.74,8.62,5.12,1.6,2.9,10.7,22.16
2020-09-11 23:02:00,0.08,0.11,151.0,32.0,56.0,0.0,175.88,1.76,17.11,8.62,4.77,1.5,2.8,10.7,22.07
2020-09-11 23:03:00,0.09,0.1,159.0,32.0,43.0,0.0,266.2,0.49,16.93,8.62,5.64,1.7,2.8,10.7,22.1
2020-09-11 23:04:00,0.07,0.09,147.0,33.0,50.0,0.0,254.74,8.64,17.6,8.62,5.55,1.5,2.8,10.7,22.13
2020-09-11 23:05:00,0.06,0.08,174.0,34.0,48.0,0.0,273.5,0.5,18.79,8.62,5.74,1.8,3.0,10.7,22.25
2020-09-11 23:06:00,0.07,0.1,186.0,34.0,54.0,0.0,169.29,0.33,18.96,8.62,4.44,1.6,2.9,10.7,22.38
2020-09-11 23:07:00,0.07,0.09,158.0,35.0,53.0,0.0,174.31,0.11,19.49,8.62,5.45,1.5,3.0,10.7,22.24
2020-09-11 23:08:00,0.08,0.1,195.0,34.0,48.0,0.0,177.76,1.38,18.36,8.62,4.6,1.4,3.0,10.7,21.96
2020-09-11 23:09:00,0.09,0.12,174.0,36.0,51.0,0.0,160.69,0.29,20.42,8.62,5.14,1.8,3.1,10.7,22.1
2020-09-11 23:10:00,0.08,0.1,182.0,33.0,49.0,0.0,248.62,1.23,22.64,8.62,4.97,1.6,3.3,10.7,22.08
2020-09-11 23:11:00,0.11,0.14,175.0,33.0,45.0,0.0,195.97,1.99,17.26,8.62,4.69,1.8,2.9,10.7,22.0
2020-09-11 23:12:00,0.08,0.1,190.0,32.0,49.0,0.0,285.81,0.06,16.42,8.62,5.22,2.0,2.8,10.7,22.17
2020-09-11 23:13:00,0.09,0.1,165.0,31.0,45.0,0.0,313.25,0.07,16.1,8.62,5.05,1.6,2.8,10.7,21.98
2020-09-11 23:14:00,0.07,0.1,181.0,32.0,52.0,0.0,155.87,1.24,16.82,8.62,4.47,1.6,2.8,10.7,22.04
2020-09-11 23:15:00,0.06,0.08,165.0,35.0,48.0,0.0,158.49,0.11,18.34,8.62,5.36,1.7,2.9,10.7,22.08
2020-09-11 23:16:00,0.08,0.1,153.0,33.0,51.0,0.0,252.45,0.07,17.37,8.62,4.7,1.5,2.8,10.7,22.22
2020-09-11 23:17:00,0.08,0.1,188.0,32.0,59.0,0.0,152.0,1.07,16.89,8.62,5.33,1.3,2.7,10.7,22.47
2020-09-11 23:18:00,0.11,0.12,176.0,35.0,51.0,0.0,182.22,0.3,18.02,8.62,7.31,1.8,3.0,10.7,22.44
2020-09-11 23:19:00,0.09,0.11,178.0,33.0,55.0,0.0,177.82,1.49,17.14,8.62,6.29,1.5,3.0,10.7,22.21
2020-09-11 23:20:00,0.07,0.09,168.0,34.0,58.0,0.0,180.3,12.17,17.46,8.62,5.29,1.7,3.0,10.7,22.17
2020-09-11 23:21:00,0.22,0.21,185.0,39.0,44.0,0.0,200.45,0.16,19.77,8.62,4.18,1.9,3.2,10.7,22.07
2020-09-11 23:22:00,0.07,0.1,214.0,33.0,45.0,0.0,169.06,1.44,17.35,8.62,3.61,1.6,2.8,10.7,22.08
2020-09-11 23:23:00,0.08,0.1,191.0,32.0,48.0,0.0,286.16,0.35,17.29,8.62,4.38,1.7,2.9,10.7,22.1
2020-09-11 23:24:00,0.06,0.09,166.0,32.0,53.0,0.0,165.24,2.1,16.96,8.62,3.85,1.6,3.0,10.7,22.11
2020-09-11 23:25:00,0.06,0.08,187.0,35.0,46.0,0.0,169.58,0.14,18.94,8.62,4.48,1.9,3.0,10.7,22.27
2020-09-11 23:26:00,0.08,0.11,166.0,33.0,43.0,0.0,163.88,0.29,17.36,8.62,6.92,1.5,2.8,10.7,22.06
2020-09-11 23:27:00,0.07,0.09,164.0,33.0,48.0,0.0,169.02,0.29,17.04,8.62,5.96,1.6,2.9,10.7,22.06
2020-09-11 23:28:00,0.18,0.16,161.0,34.0,49.0,0.0,159.2,0.41,17.52,8.62,5.53,1.5,3.0,10.7,22.25
2020-09-11 23:29:00,0.08,0.11,176.0,34.0,49.0,0.0,140.34,5.51,17.64,8.62,6.9,1.5,3.0,10.7,22.27
2020-09-11 23:30:00,0.07,0.09,190.0,34.0,43.0,0.0,178.59,0.12,18.18,8.62,6.93,1.9,2.9,10.7,22.2
2020-09-11 23:31:00,0.28,0.25,176.0,35.0,51.0,0.0,208.15,0.07,18.73,8.62,6.12,1.7,3.0,10.7,21.99
2020-09-11 23:32:00,0.08,0.11,212.0,39.0,54.0,0.0,171.43,1.02,20.46,8.62,8.25,1.6,3.3,10.7,22.12
2020-09-11 23:33:00,0.08,0.1,166.0,32.0,49.0,0.0,272.79,0.36,15.69,8.62,7.99,1.7,2.9,10.7,22.14
2020-09-11 23:34:00,0.07,0.1,166.0,33.0,42.0,0.0,154.04,0.11,16.76,8.62,5.75,1.7,3.0,10.7,22.1
2020-09-11 23:35:00,0.06,0.08,206.0,35.0,51.0,0.0,186.53,1.3,19.1,8.62,4.12,1.5,3.1,10.7,22.26
2020-09-11 23:36:00,0.08,0.1,172.0,35.0,44.0,0.0,193.75,0.35,18.09,8.62,6.95,1.7,3.0,10.7,22.16
2020-09-11 23:37:00,0.07,0.09,164.0,32.0,57.0,0.0,164.48,0.26,16.5,8.62,4.95,1.6,2.8,10.7,22.26
2020-09-11 23:38:00,0.17,0.15,179.0,31.0,43.0,0.0,190.67,1.86,15.68,8.62,4.17,1.5,2.7,10.7,21.93
2020-09-11 23:39:00,0.09,0.11,182.0,40.0,43.0,0.0,156.7,0.13,20.01,8.62,7.08,1.8,3.4,10.7,22.07
2020-09-11 23:40:00,0.07,0.1,169.0,35.0,50.0,0.0,356.15,0.36,17.31,8.62,7.62,1.6,3.0,10.7,22.21
2020-09-11 23:41:00,0.24,0.22,203.0,33.0,49.0,0.0,262.1,1.74,16.46,8.62,8.04,1.5,2.9,10.7,22.08
2020-09-11 23:42:00,0.08,0.1,232.0,35.0,46.0,0.0,257.62,1.52,19.52,8.62,8.82,1.7,3.0,10.7,22.09
2020-09-11 23:43:00,0.09,0.11,191.0,34.0,49.0,0.0,161.49,0.17,17.84,8.62,8.21,1.8,3.0,10.7,22.28
2020-09-11 23:44:00,0.08,0.1,217.0,32.0,42.0,0.0,429.27,1.04,16.59,8.62,8.31,1.6,3.0,10.7,22.0
2020-09-11 23:45:00,0.06,0.08,177.0,33.0,49.0,0.0,245.98,0.38,18.21,8.62,7.48,1.7,3.0,10.7,22.19
2020-09-11 23:46:00,0.07,0.1,176.0,34.0,48.0,0.0,289.2,0.12,17.95,8.62,7.39,1.8,2.7,10.7,22.27
2020-09-11 23:47:00,0.08,0.1,197.0,33.0,45.0,0.0,274.25,3.35,16.71,8.62,8.21,1.4,2.7,10.7,22.08
2020-09-11 23:48:00,0.16,0.16,186.0,33.0,60.0,0.0,212.09,0.19,17.14,8.62,7.7,1.8,2.9,10.7,22.3
2020-09-11 23:49:00,0.08,0.11,209.0,33.0,44.0,0.0,143.87,1.44,17.34,8.62,7.27,1.5,2.9,10.7,22.13
2020-09-11 23:50:00,0.07,0.1,184.0,34.0,47.0,0.0,173.57,2.34,17.69,8.62,7.8,1.6,2.9,10.7,22.25
2020-09-11 23:51:00,0.21,0.19,201.0,35.0,49.0,0.0,265.14,0.77,18.0,8.62,7.44,1.8,3.0,10.7,22.49
2020-09-11 23:52:00,0.08,0.1,169.0,34.0,55.0,0.0,273.47,3.21,17.59,8.62,6.89,1.6,3.0,10.7,22.16
2020-09-11 23:53:00,0.09,0.11,181.0,37.0,44.0,0.0,166.3,12.7,19.62,8.62,8.72,1.7,3.2,10.7,22.07
2020-09-11 23:54:00,0.07,0.09,215.0,37.0,47.0,0.0,169.95,0.21,18.98,8.62,8.84,2.1,3.1,10.7,22.39
2020-09-11 23:55:00,0.06,0.08,203.0,35.0,56.0,0.0,335.12,0.03,19.51,8.62,7.69,2.1,3.0,10.7,22.38
2020-09-11 23:56:00,0.08,0.1,166.0,31.0,46.0,0.0,300.33,0.09,15.98,8.62,8.11,1.7,2.9,10.7,22.05
2020-09-11 23:57:00,0.08,0.1,195.0,33.0,44.0,0.0,165.18,0.19,18.27,8.62,8.74,2.0,2.8,10.7,22.14
2020-09-11 23:58:00,0.15,0.14,191.0,34.0,53.0,0.0,243.77,0.14,18.56,8.62,6.89,1.8,2.8,10.7,22.14
2020-09-11 23:59:00,0.09,0.12,205.0,32.0,44.0,0.0,156.33,4.81,16.23,8.62,8.16,1.5,2.9,10.7,21.97
2020-09-12 00:00:00,0.07,0.1,166.0,34.0,49.0,0.0,254.44,0.06,17.72,8.62,7.8,1.7,2.8,10.7,22.02
2020-09-12 00:01:00,0.17,0.17,159.0,34.0,44.0,0.0,343.95,0.22,17.71,8.62,6.9,1.6,3.0,10.7,22.0
2020-09-12 00:02:00,0.08,0.11,153.0,33.0,53.0,0.0,265.3,0.08,17.09,8.62,8.47,1.6,2.9,10.7,22.42
2020-09-12 00:03:00,0.1,0.12,174.0,33.0,58.0,0.0,256.23,0.2,17.49,8.62,7.09,1.8,2.8,10.7,22.39
2020-09-12 00:04:00,0.07,0.09,171.0,33.0,52.0,0.0,222.32,7.83,17.15,8.62,6.11,1.6,2.9,10.7,22.15
2020-09-12 00:05:00,0.07,0.08,172.0,36.0,60.0,0.0,238.23,0.63,19.84,8.62,6.62,1.7,3.1,10.7,22.18
2020-09-12 00:06:00,0.07,0.09,181.0,33.0,44.0,0.0,232.52,3.05,16.93,8.62,6.94,1.9,3.0,10.7,22.02
2020-09-12 00:07:00,0.07,0.09,187.0,33.0,52.0,0.0,297.7,0.03,16.26,8.62,7.06,2.0,3.0,10.7,22.14
2020-09-12 00:08:00,0.15,0.14,156.0,32.0,46.0,0.0,212.88,0.36,16.51,8.62,7.33,1.7,2.8,10.7,22.19
2020-09-12 00:09:00,0.08,0.11,197.0,32.0,47.0,0.0,236.68,0.3,16.77,8.62,6.76,2.1,2.7,10.7,22.11
2020-09-12 00:10:00,0.08,0.1,177.0,33.0,44.0,0.0,148.24,0.09,17.9,8.62,7.3,1.9,2.8,10.7,22.08
2020-09-12 00:11:00,0.17,0.17,142.0,31.0,47.0,0.0,273.43,0.16,16.34,8.62,5.61,1.5,2.7,10.7,22.23
2020-09-12 00:12:00,0.08,0.1,159.0,33.0,41.0,0.0,316.02,0.37,17.18,8.62,5.54,1.7,2.8,10.7,22.22
2020-09-12 00:13:00,0.09,0.11,182.0,32.0,64.0,0.0,288.83,0.21,17.0,8.62,6.01,1.9,2.7,10.7,22.47
2020-09-12 00:14:00,0.07,0.09,141.0,35.0,57.0,0.0,183.89,0.04,19.36,8.62,6.09,1.5,3.2,10.7,23.42
2020-09-12 00:15:00,0.07,0.09,217.0,38.0,54.0,0.0,174.53,0.33,20.12,8.62,5.19,2.2,3.3,10.7,23.99
2020-09-12 00:16:00,0.08,0.09,179.0,37.0,42.0,0.0,158.75,0.06,23.89,8.62,5.13,1.9,3.1,10.7,23.87
2020-09-12 00:17:00,0.08,0.1,162.0,35.0,55.0,0.0,245.82,0.04,16.66,8.62,6.37,1.7,3.0,10.7,23.64
2020-09-12 00:18:00,0.14,0.14,208.0,33.0,44.0,0.0,195.55,0.22,16.51,8.62,6.84,2.2,3.0,10.7,23.87
2020-09-12 00:19:00,0.08,0.11,187.0,33.0,59.0,0.0,162.33,0.08,18.09,8.62,6.87,2.0,2.8,10.7,23.71
2020-09-12 00:20:00,0.08,0.1,145.0,39.0,50.0,0.0,184.9,0.49,22.18,8.62,6.02,1.5,3.2,10.7,23.09
2020-09-12 00:21:00,0.09,0.12,154.0,35.0,45.0,0.0,175.24,0.06,19.6,8.62,6.43,1.6,2.8,10.7,22.08
2020-09-12 00:22:00,0.08,0.1,169.0,34.0,48.0,0.0,163.52,0.08,17.26,8.62,7.27,1.8,2.8,10.7,22.1
2020-09-12 00:23:00,0.09,0.11,183.0,33.0,44.0,0.0,161.04,0.07,16.79,8.62,6.74,1.9,3.0,10.7,22.15
2020-09-12 00:24:00,0.06,0.09,198.0,36.0,42.0,0.0,262.84,0.17,18.21,8.62,7.69,2.0,3.0,10.7,22.09
2020-09-12 00:25:00,0.06,0.09,156.0,32.0,55.0,0.0,380.54,0.04,16.26,8.62,9.01,1.7,2.9,10.7,22.37
2020-09-12 00:26:00,0.07,0.09,200.0,34.0,50.0,0.0,276.37,0.09,17.81,8.62,7.82,2.1,3.0,10.7,22.37
2020-09-12 00:27:00,0.07,0.09,221.0,37.0,44.0,0.0,161.88,0.13,20.96,8.62,7.92,2.3,3.1,10.7,22.42
2020-09-12 00:28:00,0.13,0.13,182.0,33.0,42.0,0.0,179.67,0.03,18.89,8.62,7.0,1.9,3.1,10.7,22.19
2020-09-12 00:29:00,0.09,0.12,164.0,32.0,45.0,0.0,284.83,0.03,15.82,8.62,6.21,1.7,2.9,10.7,22.19
2020-09-12 00:30:00,0.07,0.09,175.0,32.0,42.0,0.0,167.62,0.19,16.63,8.62,5.46,1.8,2.7,10.7,22.09
2020-09-12 00:31:00,0.09,0.12,153.0,34.0,46.0,0.0,301.01,0.12,19.32,8.62,4.64,1.6,2.9,10.7,22.13
2020-09-12 00:32:00,0.08,0.11,148.0,31.0,61.0,0.0,339.64,1.18,16.73,8.62,5.6,1.5,2.8,10.7,22.22
2020-09-12 00:33:00,0.09,0.11,192.0,33.0,43.0,0.0,179.24,0.12,17.43,8.62,4.4,2.0,2.9,10.7,22.1
2020-09-12 00:34:00,0.07,0.1,169.0,38.0,43.0,0.0,239.49,0.01,23.46,8.62,5.07,1.8,3.1,10.7,22.03
2020-09-12 00:35:00,0.06,0.08,145.0,32.0,45.0,0.0,242.98,4.06,16.26,8.62,5.16,1.4,2.9,10.7,22.01
2020-09-12 00:36:00,0.08,0.1,184.0,32.0,45.0,0.0,204.93,0.11,16.57,8.62,5.02,1.9,2.8,10.7,22.19
2020-09-12 00:37:00,0.07,0.09,150.0,33.0,53.0,0.0,292.44,0.02,16.66,8.62,5.4,1.6,2.8,10.7,22.41
2020-09-12 00:38:00,0.13,0.13,141.0,33.0,48.0,0.0,251.52,0.02,16.7,8.62,4.69,1.5,3.0,10.7,22.1
2020-09-12 00:39:00,0.08,0.11,189.0,32.0,46.0,0.0,167.17,0.25,16.31,8.62,4.91,1.9,2.8,10.7,22.22
2020-09-12 00:40:00,0.08,0.1,148.0,33.0,46.0,0.0,181.11,0.04,16.92,8.62,5.4,1.6,3.0,10.7,22.12
2020-09-12 00:41:00,0.08,0.11,169.0,32.0,50.0,0.0,289.91,0.16,16.46,8.62,7.84,1.8,2.8,10.7,22.31
2020-09-12 00:42:00,0.08,0.11,185.0,32.0,53.0,0.0,165.48,0.21,16.71,8.62,7.08,1.9,2.8,10.7,22.19
2020-09-12 00:43:00,0.08,0.1,148.0,32.0,48.0,0.0,147.02,1.07,16.43,8.62,5.77,1.5,2.8,10.7,22.17
2020-09-12 00:44:00,0.07,0.09,143.0,33.0,48.0,0.0,137.02,7.83,16.83,8.62,5.24,1.5,2.9,10.7,22.02
2020-09-12 00:45:00,0.06,0.08,176.0,33.0,58.0,0.0,280.9,0.23,17.14,8.62,4.98,1.8,2.8,10.7,22.3
2020-09-12 00:46:00,0.07,0.09,147.0,32.0,56.0,0.0,181.52,0.22,16.45,8.62,5.19,1.5,2.8,10.7,22.23
2020-09-12 00:47:00,0.08,0.1,159.0,35.0,50.0,0.0,265.8,0.19,17.97,8.62,6.92,1.7,3.1,10.7,22.36
2020-09-12 00:48:00,0.12,0.13,182.0,33.0,53.0,0.0,189.01,0.06,16.91,8.62,5.28,1.9,2.9,10.7,22.57
2020-09-12 00:49:00,0.08,0.11,161.0,35.0,50.0,0.0,161.99,0.38,19.22,8.62,4.93,1.7,3.0,10.7,22.14
2020-09-12 00:50:00,0.08,0.1,194.0,38.0,51.0,0.0,162.44,0.17,20.97,8.62,5.68,2.0,3.4,10.7,22.23
2020-09-12 00:51:00,0.09,0.12,184.0,32.0,44.0,0.0,188.34,0.05,16.9,8.62,4.09,1.9,2.8,10.7,22.18
2020-09-12 00:52:00,0.07,0.1,175.0,33.0,47.0,0.0,178.1,0.05,17.01,8.62,5.12,1.8,2.9,10.7,22.18
2020-09-12 00:53:00,0.08,0.1,188.0,35.0,49.0,0.0,168.62,0.07,17.64,8.62,4.44,1.9,3.2,10.7,22.3
2020-09-12 00:54:00,0.07,0.1,200.0,34.0,47.0,0.0,167.05,0.17,19.09,8.62,5.18,2.0,2.9,10.7,22.23
2020-09-12 00:55:00,0.06,0.08,179.0,35.0,46.0,0.0,373.74,0.04,18.59,8.62,4.81,1.8,2.9,10.7,22.24
2020-09-12 00:56:00,0.07,0.09,194.0,33.0,46.0,0.0,189.52,0.1,18.94,8.62,5.56,2.0,3.0,10.7,22.19
2020-09-12 00:57:00,0.07,0.09,118.0,34.0,48.0,0.0,5666.5,6.77,19.44,8.62,4.9,1.2,2.8,10.7,21.89
2020-09-12 00:58:00,0.08,0.1,172.0,33.0,49.0,0.0,204.39,0.17,17.79,8.62,5.27,1.8,2.9,10.7,22.18
2020-09-12 00:59:00,0.09,0.12,155.0,33.0,50.0,0.0,163.6,0.07,17.17,8.62,4.52,1.6,2.9,10.7,22.31
2020-09-12 01:00:00,0.14,0.14,172.0,36.0,47.0,0.0,279.18,0.07,18.56,8.62,4.44,1.8,3.1,10.7,22.05
2020-09-12 01:01:00,0.08,0.1,184.0,38.0,42.0,0.0,357.38,0.2,20.18,8.62,4.9,1.9,3.2,10.7,22.0
2020-09-12 01:02:00,0.08,0.1,199.0,31.0,41.0,0.0,313.38,0.11,16.06,8.62,4.81,2.0,2.8,10.7,22.0
2020-09-12 01:03:00,0.09,0.11,211.0,32.0,41.0,0.0,244.21,0.11,16.02,8.62,4.93,2.1,2.8,10.7,22.13
2020-09-12 01:04:00,0.08,0.1,187.0,32.0,48.0,0.0,154.39,0.07,15.92,8.62,3.89,1.9,2.7,10.7,22.2
2020-09-12 01:05:00,0.06,0.08,167.0,33.0,47.0,0.0,327.71,0.05,16.86,8.62,6.58,1.7,2.8,10.7,22.13
2020-09-12 01:06:00,0.07,0.09,153.0,31.0,47.0,0.0,211.3,0.04,15.76,8.62,4.84,1.6,2.7,10.7,22.04
2020-09-12 01:07:00,0.07,0.09,155.0,32.0,47.0,0.0,209.44,0.14,16.64,8.62,4.57,1.6,2.8,10.7,22.07
2020-09-12 01:08:00,0.08,0.1,137.0,32.0,41.0,0.0,208.48,0.44,16.19,8.62,6.16,1.4,2.7,10.7,21.95
2020-09-12 01:09:00,0.09,0.11,157.0,35.0,42.0,0.0,179.29,0.91,20.12,8.62,7.6,1.6,2.9,10.7,22.16
2020-09-12 01:10:00,0.09,0.11,156.0,32.0,45.0,0.0,182.18,6.55,16.54,8.62,6.9,1.6,3.0,10.7,22.24
2020-09-12 01:11:00,0.09,0.11,175.0,35.0,44.0,0.0,223.88,0.07,18.64,8.62,4.56,1.8,3.1,10.7,22.29
2020-09-12 01:12:00,0.08,0.1,175.0,34.0,49.0,0.0,188.24,0.37,17.22,8.62,3.91,1.8,2.8,10.7,22.23
2020-09-12 01:13:00,0.08,0.1,171.0,31.0,54.0,0.0,281.47,0.34,15.73,8.62,6.78,1.8,2.7,10.7,22.15
2020-09-12 01:14:00,0.08,0.1,173.0,31.0,53.0,0.0,362.97,0.05,16.19,8.62,4.55,1.8,2.7,10.7,22.12
2020-09-12 01:15:00,0.07,0.09,188.0,33.0,46.0,0.0,153.21,0.07,17.1,8.62,7.23,1.9,2.8,10.7,22.2
2020-09-12 01:16:00,0.07,0.09,155.0,33.0,41.0,0.0,199.91,2.29,17.06,8.62,8.49,1.6,2.8,10.7,22.1
2020-09-12 01:17:00,0.08,0.1,150.0,32.0,45.0,0.0,175.18,2.75,16.43,8.62,5.29,1.6,2.7,10.7,21.98
2020-09-12 01:18:00,0.08,0.11,171.0,35.0,47.0,0.0,209.53,0.2,18.23,8.62,7.16,1.7,2.9,10.7,22.25
2020-09-12 01:19:00,0.08,0.1,151.0,34.0,51.0,0.0,153.81,1.64,18.76,8.62,5.07,1.6,3.0,10.7,22.3
2020-09-12 01:20:00,0.09,0.12,168.0,32.0,46.0,0.0,196.05,0.62,16.82,8.62,4.84,1.7,2.9,10.7,22.31
2020-09-12 01:21:00,0.08,0.1,166.0,33.0,47.0,0.0,228.47,2.01,16.97,8.62,4.28,1.7,2.9,10.7,22.32
2020-09-12 01:22:00,0.07,0.09,181.0,34.0,61.0,0.0,278.84,0.15,17.32,8.62,4.35,1.8,2.9,10.7,22.49
2020-09-12 01:23:00,0.08,0.1,178.0,33.0,49.0,0.0,191.94,0.06,17.7,8.62,7.01,1.8,3.0,10.7,22.12
2020-09-12 01:24:00,0.07,0.1,171.0,34.0,43.0,0.0,180.22,0.05,19.07,8.62,7.4,1.8,3.0,10.7,22.11
2020-09-12 01:25:00,0.06,0.09,173.0,34.0,50.0,0.0,194.13,0.04,17.78,8.62,8.63,1.8,3.0,10.7,22.35
2020-09-12 01:26:00,0.07,0.1,166.0,33.0,47.0,0.0,179.13,0.54,16.92,8.62,5.26,1.7,2.8,10.7,22.39
2020-09-12 01:27:00,0.07,0.09,211.0,33.0,56.0,0.0,269.22,0.21,17.26,8.62,7.13,2.1,2.8,10.7,22.37
2020-09-12 01:28:00,0.07,0.1,158.0,35.0,42.0,0.0,172.12,0.22,20.74,8.62,8.14,1.6,3.0,10.7,22.14
2020-09-12 01:29:00,0.08,0.1,151.0,34.0,49.0,0.0,269.33,0.06,17.9,8.62,8.98,1.6,2.9,10.7,22.2
2020-09-12 01:30:00,0.1,0.12,170.0,34.0,49.0,0.0,2045.53,0.16,17.62,8.62,10.08,1.7,3.0,10.7,22.15
2020-09-12 01:31:00,0.08,0.1,156.0,33.0,47.0,0.0,2190.09,0.11,17.52,8.62,9.58,1.6,2.9,10.7,22.25
2020-09-12 01:32:00,0.07,0.1,146.0,34.0,43.0,0.0,186.67,9.65,17.75,8.62,9.4,1.5,2.8,10.7,22.02
2020-09-12 01:33:00,0.08,0.11,170.0,34.0,48.0,0.0,471.26,0.19,18.16,8.62,8.64,1.7,2.9,10.7,22.4
2020-09-12 01:34:00,0.07,0.1,185.0,36.0,51.0,0.0,263.5,0.05,18.68,8.62,11.31,1.9,3.2,10.7,22.17
2020-09-12 01:35:00,0.07,0.09,155.0,33.0,50.0,0.0,183.42,0.07,18.23,8.62,9.36,1.6,3.0,10.7,22.23
2020-09-12 01:36:00,0.07,0.1,159.0,35.0,44.0,0.0,263.93,0.07,17.75,8.62,8.83,1.6,3.0,10.7,22.17
2020-09-12 01:37:00,0.07,0.09,165.0,32.0,48.0,0.0,256.27,0.28,16.71,8.62,8.08,1.7,2.9,10.7,22.17
2020-09-12 01:38:00,0.08,0.1,153.0,32.0,48.0,0.0,186.24,0.07,16.09,8.62,8.18,1.6,2.7,10.7,22.28
2020-09-12 01:39:00,0.07,0.09,184.0,33.0,54.0,0.0,401.52,0.07,16.64,8.62,7.66,1.9,2.9,10.7,22.14
2020-09-12 01:40:00,0.08,0.11,152.0,31.0,45.0,0.0,207.48,1.38,15.86,8.62,6.47,1.6,2.6,10.7,22.13
2020-09-12 01:41:00,0.08,0.1,150.0,31.0,53.0,0.0,207.72,2.12,15.94,8.62,6.33,1.5,2.7,10.7,22.18
2020-09-12 01:42:00,0.07,0.1,196.0,32.0,53.0,0.0,166.79,0.14,16.78,8.62,6.69,2.0,2.8,10.7,22.31
